Index_ID,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
4785,2023-12-24,Ghost,75.0,castle,nightly disturbance,brute force,night,potions,Ghost,No,2261.0,M,186.0,51.0,6.0,sunlight,rats
4786,2020-10-23,Werewolf,16.0,swamp,assault,brute force,night,fur,Werewolf,No,46.0,F,185.0,51.0,7.0,cat hair,humans
4787,2020-06-30,Ghost,57.0,castle,nightly disturbance,axe,night,cloak,Ghost,Yes,1142.0,F,186.0,46.0,3.0,sunlight,rats
4788,2019-11-24,Werewolf,42.0,forest,assault,knife,night,blood,Werewolf,No,46.0,F,160.0,59.0,7.0,garlic,pesto pasta
4789,2023-10-18,Witch,29.0,swamp,arson,pistol,dawn,potions,Witch,No,322.0,M,169.0,23.0,3.0,pumpkin,lasagna
4790,2020-08-06,Witch,64.0,swamp,arson,,night,fur,Witch,No,446.0,F,156.0,12.0,4.0,hazelnut,lasagna
4791,2023-10-05,Skeleton,84.0,forest,nightly disturbance,axe,night,bones,Skeleton,Yes,507.0,F,181.0,21.0,5.0,silver,Pesto pasta
4792,2019-11-22,Zombie,45.0,swamp,kidnapping,axe,dusk,bones,Zombie,Yes,83.0,F,160.0,16.0,10.0,silver,lasagna
4793,2020-09-29,Werewolf,8.0,mountain,Nightly disturbance,pistol,night,bones,Werewolf,Yes,78.0,F,189.0,60.0,7.0,silver,brain
4794,2022-08-11,Skeleton,65.0,mountain,NIGHTLY DISTURBANCE,knife,night,bones,Skeleton,Yes,1328.0,F,159.0,6.0,5.0,silver,humans
4795,2021-10-09,Werewolf,36.0,forest,assault,knife,night,potions,Werewolf,No,91.0,F,167.0,100.0,6.0,cat hair,lasagna
4796,2022-10-05,Skeleton,58.0,castle,arson,pistol,dusk,bones,Skeleton,Yes,727.0,F,191.0,26.0,8.0,silver,rats
4797,2022-09-23,Witch,82.0,village,theft,axe,day,teeth,Witch,Yes,420.0,M,163.0,15.0,5.0,hazelnut,pesto pasta
4798,2024-03-20,Ghost,50.0,village,nightly disturbance,brute force,night,cloak,Ghost,Yes,931.0,F,156.0,51.0,4.0,pumpkin,lasagna
4799,2024-06-09,Skeleton,39.0,mountain,assault,axe,dusk,bones,Skeleton,Yes,1379.0,F,165.0,9.0,7.0,hazelnut,brain
4800,2023-11-14,Werewolf,33.0,forest,assault,knife,dusk,blood,Werewolf,No,138.0,F,193.0,45.0,7.0,silver,brain
4801,2021-04-12,Werewolf,95.0,forest,assault,knife,night,fur,Werewolf,No,140.0,F,167.0,72.0,6.0,sunlight,pesto pasta
4802,2020-10-05,Zombie,69.0,swamp,kidnapping,brute force,night,blood,Zombie,No,50.0,M,152.0,5.0,9.0,sunlight,brain
4803,2021-11-29,Witch,32.0,swamp,arson,knife,dusk,potions,Witch,No,219.0,M,178.0,30.0,2.0,hazelnut,rats
4804,2020-07-15,Werewolf,97.0,forest,assault,,dusk,fur,Werewolf,Yes,54.0,F,191.0,86.0,5.0,sunlight,lasagna
4805,2024-01-12,Vampire,4.0,village,assault,,night,blood,Vampire,Yes,484.0,M,158.0,27.0,4.0,sunlight,pesto pasta
4806,2024-03-16,Ghost,61.0,village,vandalism,brute force,dusk,cloak,Ghost,No,2432.0,F,166.0,1.0,3.0,cat hair,brain
4807,2024-09-21,skeleton,1.0,mountain,assault,pistol,day,bones,skeleton,Yes,69.0,M,183.0,29.0,7.0,silver,brain
4808,2021-05-02,Zombie,27.0,village,KIDNAPPING,brute force,night,fur,Zombie,Yes,119.0,M,173.0,9.0,9.0,cat hair,pesto pasta
4809,2023-12-09,Ghost,24.0,village,nightly disturbance,knife,night,potions,Ghost,Yes,2016.0,M,156.0,78.0,8.0,pumpkin,humans
4810,2024-10-18,Witch,23.0,mountain,assault,,night,bones,Witch,No,391.0,F,187.0,21.0,3.0,hazelnut,rats
4811,2020-06-27,Zombie,21.0,swamp,assault,pistol,day,potions,Zombie,No,70.0,F,183.0,23.0,7.0,cat hair,lasagna
4812,2024-02-25,Skeleton,70.0,castle,nightly disturbance,pistol,night,bones,Skeleton,No,1150.0,F,178.0,19.0,6.0,silver,pesto pasta
4813,2019-12-29,Skeleton,46.0,castle,nightly disturbance,knife,night,bones,Skeleton,Yes,658.0,F,196.0,12.0,4.0,hazelnut,lasagna
4814,2021-09-15,Vampire,4.0,castle,assault,knife,night,blood,Vampire,Yes,496.0,F,175.0,41.0,4.0,silver,brain
4815,2024-05-08,Witch,78.0,swamp,kidnapping,knife,day,cloak,Witch,No,411.0,M,153.0,21.0,2.0,silver,brain
4816,2022-03-27,Zombie,39.0,forest,kidnapping,knife,night,potions,Zombie,Yes,97.0,M,155.0,13.0,8.0,silver,humans
4817,2021-05-09,Zombie,98.0,mountain,murder,axe,day,potions,Zombie,No,64.0,M,172.0,26.0,6.0,cat hair,lasagna
4818,2022-10-06,Werewolf,29.0,forest,assault,axe,night,blood,Werewolf,Yes,123.0,F,183.0,62.0,6.0,hazelnut,
4819,2020-03-08,Vampire,69.0,forest,assault,axe,night,teeth,Vampire,No,400.0,M,160.0,36.0,9.0,garlic,rats
4820,2021-04-20,Vampire,80.0,castle,nightly disturbance,knife,night,teeth,Vampire,NO,629.0,M,178.0,43.0,6.0,garlic,rats
4821,2023-10-27,Zombie,66.0,village,kidnapping,brute force,dusk,potions,Zombie,Yes,104.0,F,178.0,16.0,5.0,cat hair,pesto pasta
4822,2023-01-22,Zombie,28.0,village,kidnapping,,night,blood,Zombie,No,41.0,F,154.0,8.0,3.0,pumpkin,pesto pasta
4823,2023-05-07,Ghost,69.0,village,vandalism,axe,night,cloak,Ghost,Yes,1856.0,F,177.0,99.0,9.0,garlic,humans
4824,2020-04-04,Ghost,74.0,village,nightly disturbance,knife,night,cloak,Ghost,No,2205.0,F,176.0,59.0,8.0,garlic,humans
4825,2022-08-11,Ghost,36.0,castle,nightly disturbance,,night,potions,Ghost,Yes,2414.0,F,193.0,12.0,1.0,sunlight,humans
4826,2022-05-19,Vampire,17.0,castle,theft,brute force,night,teeth,Vampire,No,622.0,F,188.0,47.0,4.0,silver,lasagna
4827,2022-09-10,Werewolf,78.0,forest,assault,knife,night,Blood,Werewolf,No,178.0,M,187.0,43.0,2.0,hazelnut,brain
4828,2021-11-05,Skeleton,36.0,mountain,arson,brute force,day,bones,Skeleton,No,956.0,M,187.0,25.0,10.0,cat hair,pesto pasta
4829,2020-02-20,Ghost,86.0,castle,nightly disturbance,,night,potions,Ghost,Yes,2501.0,F,157.0,56.0,9.0,sunlight,rats
4830,2022-08-18,Werewolf,98.0,swamp,assault,brute force,night,teeth,Werewolf,Yes,63.0,F,180.0,28.0,6.0,hazelnut,humans
4831,2024-08-23,Witch,34.0,swamp,arson,,dusk,teeth,Witch,Yes,288.0,F,162.0,25.0,1.0,Hazelnut,humans
4832,2023-01-02,Ghost,65.0,castle,Vandalism,,night,cloak,Ghost,Yes,1168.0,M,194.0,20.0,2.0,pumpkin,pesto pasta
4833,2020-10-05,skeleton,26.0,mountain,arson,,day,bones,skeleton,Yes,1028.0,F,191.0,45.0,1.0,silver,brain
4834,2021-11-21,Witch,87.0,swamp,arson,,dusk,teeth,Witch,No,305.0,M,174.0,19.0,1.0,pumpkin,humans
4835,2020-09-16,Witch,64.0,village,kidnapping,,day,teeth,Witch,No,539.0,F,177.0,20.0,5.0,pumpkin,brain
4836,2021-04-04,Skeleton,69.0,mountain,vandalism,axe,dusk,bones,Skeleton,Yes,1402.0,F,160.0,22.0,7.0,hazelnut,lasagna
4837,2024-02-29,Ghost,89.0,village,nightly disturbance,knife,night,cloak,Ghost,Yes,1928.0,M,184.0,76.0,1.0,sunlight,brain
4838,2020-05-27,Vampire,10.0,castle,nightly disturbance,pistol,night,cloak,Vampire,No,522.0,F,179.0,61.0,7.0,sunlight,brain
4839,2023-01-17,Skeleton,4.0,mountain,vandalism,knife,day,cloak,Skeleton,No,674.0,F,186.0,31.0,8.0,silver,humans
4840,2023-08-10,Skeleton,24.0,castle,arson,knife,night,bones,Skeleton,No,952.0,M,163.0,18.0,8.0,garlic,humans
4841,2023-11-18,Skeleton,87.0,mountain,nightly disturbance,,night,cloak,Skeleton,No,1141.0,M,181.0,48.0,1.0,garlic,lasagna
4842,2020-06-22,Witch,55.0,village,arson,knife,dusk,potions,Witch,No,427.0,F,175.0,14.0,1.0,garlic,pesto pasta
4843,2021-02-08,Werewolf,16.0,forest,assault,,night,potions,Werewolf,Yes,161.0,M,166.0,67.0,7.0,garlic,humans
4844,2023-12-25,Vampire,79.0,castle,nightly disturbance,pistol,night,blood,Vampire,No,657.0,F,160.0,27.0,6.0,sunlight,lasagna
4845,2022-09-06,Ghost,73.0,village,vandalism,,night,potions,Ghost,No,2272.0,M,171.0,49.0,8.0,pumpkin,lasagna
4846,2019-11-04,Ghost,85.0,castle,nightly disturbance,knife,night,potions,Ghost,No,1282.0,F,156.0,46.0,2.0,pumpkin,pesto pasta
4847,2020-01-28,Werewolf,82.0,forest,assault,knife,dusk,teeth,Werewolf,Yes,144.0,F,152.0,78.0,6.0,hazelnut,lasagna
4848,2024-08-22,Skeleton,1.0,mountain,assault,knife,dawn,bones,Skeleton,No,186.0,M,172.0,53.0,2.0,hazelnut,pesto pasta
4849,2024-08-31,Vampire,54.0,castle,theft,pistol,dusk,cloak,Vampire,No,910.0,F,154.0,33.0,7.0,sunlight,brain
4850,2019-11-24,Ghost,20.0,castle,vandalism,axe,night,cloak,Ghost,No,1159.0,M,181.0,50.0,4.0,hazelnut,rats
4851,2021-03-13,Zombie,65.0,village,kidnapping,knife,dawn,potions,Zombie,Yes,32.0,F,177.0,15.0,6.0,sunlight,humans
4852,2020-02-01,Ghost,14.0,castle,vandalism,knife,dusk,potions,Ghost,No,1851.0,M,189.0,40.0,1.0,sunlight,brain
4853,2022-06-22,Skeleton,34.0,mountain,vandalism,knife,day,cloak,Skeleton,No,1433.0,F,165.0,18.0,2.0,garlic,lasagna
4854,2021-11-13,Zombie,70.0,swamp,vandalism,knife,dawn,potions,Zombie,No,33.0,M,197.0,15.0,4.0,garlic,lasagna
4855,2021-12-22,Werewolf,80.0,mountain,assault,knife,night,fur,Werewolf,No,117.0,F,153.0,100.0,2.0,cat hair,pesto pasta
4856,2020-09-01,Vampire,14.0,castle,nightly disturbance,axe,night,blood,Vampire,No,637.0,F,192.0,32.0,6.0,garlic,lasagna
4857,2020-10-30,Werewolf,11.0,mountain,assault,,night,fur,Werewolf,No,108.0,M,187.0,84.0,6.0,silver,brain
4858,2024-08-20,Werewolf,33.0,forest,assault,axe,night,blood,Werewolf,No,131.0,M,166.0,48.0,7.0,hazelnut,rats
4859,2020-01-10,Vampire,60.0,castle,assault,knife,night,teeth,Vampire,Yes,567.0,M,173.0,36.0,6.0,silver,pesto pasta
4860,2022-12-05,Vampire,66.0,castle,assault,knife,dawn,blood,Vampire,No,464.0,M,159.0,54.0,5.0,garlic,pesto pasta
4861,2024-04-30,Ghost,64.0,village,vandalism,,night,potions,Ghost,Yes,936.0,F,186.0,72.0,7.0,pumpkin,lasagna
4862,2023-10-31,Ghost,38.0,castle,nightly disturbance,,night,potions,Ghost,No,3567.0,F,167.0,28.0,1.0,silver,brain
4863,2023-12-24,Vampire,50.0,forest,theft,axe,night,teeth,Vampire,No,472.0,M,178.0,45.0,7.0,garlic,pesto pasta
4864,2023-07-03,Zombie,76.0,swamp,kidnapping,knife,night,potions,Zombie,No,120.0,M,163.0,12.0,5.0,garlic,brain
4865,2022-03-06,Witch,94.0,mountain,kidnapping,axe,night,bones,Witch,Yes,432.0,M,173.0,16.0,3.0,garlic,lasagna
4866,2021-01-31,Ghost,85.0,castle,nightly disturbance,brute force,night,cloak,Ghost,Yes,1208.0,M,152.0,51.0,10.0,sunlight,rats
4867,2021-08-19,Witch,96.0,forest,arson,,night,bones,Witch,No,299.0,F,191.0,24.0,3.0,garlic,humans
4868,2021-03-21,Zombie,27.0,mountain,murder,,dawn,bones,Zombie,Yes,132.0,F,173.0,10.0,10.0,sunlight,rats
4869,2022-02-28,Vampire,67.0,village,assault,knife,night,blood,Vampire,Yes,329.0,F,163.0,37.0,2.0,sunlight,brain
4870,2023-11-13,Zombie,74.0,forest,assault,axe,night,bones,Zombie,Yes,1.0,M,189.0,8.0,9.0,sunlight,humans
4871,2021-08-15,Ghost,53.0,forest,nightly disturbance,,night,potions,Ghost,Yes,2180.0,F,159.0,16.0,1.0,silver,humans
4872,2021-05-07,Werewolf,36.0,village,nightly disturbance,knife,night,bones,Werewolf,No,53.0,F,186.0,14.0,7.0,silver,lasagna
4873,2024-06-16,Vampire,94.0,castle,nightly disturbance,knife,night,blood,Vampire,Yes,702.0,M,194.0,38.0,2.0,silver,lasagna
4874,2020-04-06,Skeleton,84.0,castle,assault,knife,Dusk,bones,Skeleton,Yes,543.0,M,179.0,26.0,1.0,silver,humans
4875,2023-01-12,Witch,77.0,swamp,arson,pistol,dusk,cloak,Witch,Yes,334.0,F,185.0,24.0,3.0,hazelnut,brain
4876,2021-12-01,Zombie,34.0,mountain,assault,pistol,night,bones,Zombie,Yes,60.0,F,178.0,19.0,5.0,garlic,humans
4877,2020-06-30,Vampire,69.0,castle,murder,brute force,night,blood,Vampire,No,418.0,M,197.0,38.0,4.0,sunlight,lasagna
4878,2022-08-23,Zombie,82.0,swamp,kidnapping,,dawn,teeth,Zombie,No,30.0,M,192.0,17.0,9.0,cat hair,brain
4879,2023-08-08,Vampire,81.0,village,nightly disturbance,pistol,night,blood,Vampire,Yes,658.0,M,166.0,51.0,6.0,garlic,rats
4880,2020-02-14,Ghost,99.0,castle,vandalism,knife,night,cloak,Ghost,No,2749.0,M,192.0,18.0,10.0,cat hair,rats
4881,2020-10-31,Ghost,32.0,village,nightly disturbance,pistol,night,cloak,Ghost,Yes,2095.0,M,150.0,79.0,3.0,sunlight,pesto pasta
4882,2021-01-29,Ghost,86.0,castle,nightly disturbance,,night,cloak,Ghost,Yes,3018.0,M,198.0,44.0,2.0,garlic,PESTO PASTA
4883,2024-05-03,Zombie,22.0,mountain,assault,brute force,night,fur,Zombie,No,43.0,M,156.0,17.0,6.0,sunlight,pesto pasta
4884,2022-09-20,Skeleton,22.0,castle,vandalism,brute force,dusk,bones,Skeleton,Yes,851.0,F,188.0,1.0,7.0,silver,pesto pasta
4885,2020-02-01,Ghost,6.0,castle,theft,pistol,night,cloak,Ghost,Yes,1.0,F,183.0,34.0,3.0,sunlight,lasagna
4886,2022-01-28,Vampire,53.0,village,nightly disturbance,axe,night,blood,Vampire,Yes,662.0,M,180.0,39.0,7.0,silver,pesto pasta
4887,2020-03-19,Ghost,13.0,castle,nightly disturbance,knife,night,potions,Ghost,No,3315.0,M,190.0,57.0,10.0,sunlight,brain
4888,2024-09-29,werewolf,1.0,swamp,kidnapping,pistol,dusk,Bones,werewolf,Yes,150.0,M,186.0,61.0,7.0,cat hair,lasagna
4889,2022-06-08,Ghost,73.0,castle,vandalism,knife,night,cloak,Ghost,Yes,1638.0,F,152.0,55.0,1.0,sunlight,rats
4890,2024-09-06,Zombie,93.0,forest,kidnapping,pistol,night,blood,Zombie,No,34.0,F,198.0,18.0,5.0,sunlight,pesto pasta
4891,2021-05-30,skeleton,50.0,mountain,arson,,day,cloak,skeleton,Yes,1220.0,F,199.0,50.0,6.0,silver,rats
4892,2024-03-01,Werewolf,8.0,forest,nightly disturbance,axe,night,fur,Werewolf,No,2.0,M,188.0,74.0,6.0,silver,brain
4893,2024-07-25,Zombie,13.0,swamp,kidnapping,,dawn,potions,Zombie,No,118.0,F,162.0,17.0,9.0,cat hair,brain
4894,2021-07-27,zombie,19.0,swamp,murder,axe,day,teeth,zombie,Yes,95.0,F,164.0,17.0,4.0,pumpkin,brain
4895,2021-08-30,Zombie,82.0,mountain,kidnapping,knife,dusk,bones,Zombie,No,129.0,F,168.0,9.0,2.0,pumpkin,humans
4896,2020-04-23,Vampire,34.0,forest,nightly disturbance,knife,night,blood,Vampire,No,408.0,F,153.0,53.0,8.0,silver,pesto pasta
4897,2022-12-05,Zombie,96.0,forest,kidnapping,axe,dawn,teeth,Zombie,Yes,89.0,M,165.0,11.0,5.0,sunlight,rats
4898,2022-05-22,Vampire,60.0,castle,murder,brute force,night,blood,Vampire,No,437.0,M,174.0,19.0,8.0,garlic,brain
4899,2019-11-15,Zombie,44.0,forest,kidnapping,knife,dawn,potions,Zombie,No,29.0,F,184.0,15.0,2.0,sunlight,humans
4900,2021-11-23,Witch,96.0,forest,arson,,day,potions,Witch,No,212.0,F,177.0,15.0,7.0,hazelnut,humans
4901,2020-12-13,Werewolf,23.0,forest,vandalism,knife,night,bones,Werewolf,No,112.0,M,179.0,90.0,2.0,cat hair,pesto pasta
4902,2021-06-18,Witch,74.0,swamp,arson,axe,day,teeth,Witch,No,226.0,F,150.0,17.0,3.0,hazelnut,lasagna
4903,2022-12-27,Zombie,42.0,mountain,kidnapping,knife,dawn,potions,Zombie,No,67.0,M,172.0,16.0,1.0,sunlight,lasagna
4904,2024-03-23,Werewolf,4.0,village,kidnapping,,night,fur,Werewolf,Yes,18.0,F,180.0,80.0,9.0,sunlight,Pesto pasta
4905,2021-07-13,Werewolf,87.0,forest,assault,knife,night,blood,Werewolf,Yes,29.0,M,163.0,78.0,9.0,silver,rats
4906,2023-12-22,Skeleton,85.0,castle,nightly disturbance,,night,cloak,Skeleton,Yes,761.0,M,179.0,21.0,10.0,silver,lasagna
4907,2023-04-27,Witch,42.0,swamp,kidnapping,knife,dawn,cloak,Witch,No,643.0,M,152.0,19.0,4.0,pumpkin,lasagna
4908,2021-03-09,Skeleton,16.0,mountain,vandalism,knife,day,cloak,Skeleton,No,1865.0,F,159.0,39.0,4.0,silver,brain
4909,2022-06-06,Werewolf,94.0,swamp,vandalism,knife,night,blood,Werewolf,Yes,109.0,F,169.0,60.0,3.0,silver,brain
4910,2021-11-22,Vampire,56.0,forest,nightly disturbance,axe,night,blood,Vampire,No,906.0,F,184.0,46.0,6.0,sunlight,humans
4911,2023-02-22,Werewolf,23.0,village,vandalism,brute force,night,teeth,Werewolf,Yes,52.0,M,168.0,17.0,7.0,silver,pesto pasta
4912,2022-08-05,Skeleton,8.0,mountain,vandalism,,day,bones,Skeleton,No,2011.0,F,183.0,35.0,1.0,garlic,rats
4913,2024-02-28,Witch,35.0,village,arson,knife,night,bones,Witch,No,500.0,F,151.0,21.0,1.0,hazelnut,lasagna
4914,2024-03-06,Zombie,36.0,mountain,kidnapping,,dawn,bones,Zombie,No,157.0,M,169.0,15.0,6.0,sunlight,brain
4915,2020-12-03,Zombie,46.0,mountain,vandalism,knife,day,potions,Zombie,No,146.0,M,159.0,20.0,1.0,silver,lasagna
4916,2023-12-08,Witch,38.0,swamp,arson,knife,dawn,bones,Witch,Yes,386.0,F,166.0,12.0,2.0,hazelnut,lasagna
4917,2022-11-22,Zombie,82.0,mountain,assault,pistol,dawn,potions,Zombie,No,157.0,F,170.0,13.0,6.0,cat hair,brain
4918,2024-02-03,Zombie,21.0,swamp,murder,knife,night,bones,Zombie,YES,42.0,M,181.0,17.0,3.0,garlic,pesto pasta
4919,2024-04-16,Skeleton,37.0,mountain,vandalism,brute force,day,bones,Skeleton,No,1.0,F,199.0,1.0,9.0,silver,humans
4920,2021-03-15,Witch,38.0,swamp,kidnapping,knife,dusk,cloak,Witch,No,229.0,F,193.0,14.0,2.0,hazelnut,brain
4921,2020-09-02,Ghost,23.0,castle,theft,knife,night,cloak,Ghost,Yes,1284.0,M,156.0,42.0,10.0,pumpkin,brain
4922,2019-11-12,vampire,48.0,castle,murder,,NIGHT,blood,vampire,Yes,670.0,M,185.0,29.0,7.0,silver,brain
4923,2022-02-15,Vampire,76.0,castle,nightly disturbance,,night,blood,Vampire,Yes,433.0,M,182.0,36.0,1.0,silver,pesto pasta
4924,2019-12-17,Zombie,7.0,swamp,kidnapping,pistol,dawn,bones,Zombie,Yes,1.0,F,150.0,15.0,7.0,sunlight,brain
4925,2021-02-18,Vampire,55.0,castle,assault,knife,night,blood,Vampire,No,534.0,F,173.0,53.0,1.0,garlic,humans
4926,2022-11-12,Witch,64.0,village,kidnapping,axe,dawn,Bones,Witch,No,411.0,M,163.0,16.0,5.0,hazelnut,lasagna
4927,2021-10-08,Witch,80.0,village,arson,knife,dusk,cloak,Witch,Yes,518.0,M,199.0,22.0,3.0,garlic,brain
4928,2023-05-24,werewolf,40.0,forest,assault,pistol,night,blood,werewolf,Yes,34.0,M,181.0,54.0,7.0,silver,humans
4929,2024-07-14,Werewolf,5.0,forest,vandalism,knife,night,Blood,Werewolf,Yes,53.0,F,157.0,54.0,7.0,cat hair,lasagna
4930,2023-09-19,Vampire,67.0,mountain,assault,knife,night,teeth,Vampire,No,318.0,M,181.0,47.0,4.0,sunlight,brain
4931,2024-09-29,Ghost,31.0,castle,theft,brute force,night,potions,Ghost,Yes,2230.0,M,194.0,72.0,3.0,silver,brain
4932,2019-11-18,Werewolf,96.0,mountain,nightly disturbance,pistol,night,bones,Werewolf,Yes,117.0,M,186.0,64.0,3.0,silver,brain
4933,2021-09-15,Werewolf,57.0,forest,assault,knife,night,fur,Werewolf,No,178.0,M,167.0,92.0,7.0,silver,pesto pasta
4934,2019-11-01,Witch,93.0,swamp,arson,pistol,day,potions,Witch,Yes,138.0,F,160.0,15.0,3.0,hazelnut,lasagna
4935,2024-01-31,Ghost,13.0,castle,nightly disturbance,brute force,night,potions,Ghost,Yes,1884.0,M,168.0,44.0,4.0,sunlight,rats
4936,2023-07-07,Zombie,26.0,mountain,murder,pistol,night,blood,Zombie,No,84.0,F,172.0,11.0,8.0,pumpkin,brain
4937,2021-12-08,Vampire,92.0,castle,nightly disturbance,,night,cloak,Vampire,No,661.0,M,199.0,33.0,7.0,silver,rats
4938,2024-08-02,Werewolf,56.0,mountain,vandalism,axe,night,bones,Werewolf,No,231.0,M,150.0,22.0,8.0,silver,pesto pasta
4939,2023-12-19,Ghost,98.0,village,nightly disturbance,axe,night,cloak,Ghost,No,2260.0,F,162.0,100.0,10.0,sunlight,pesto pasta
4940,2023-11-27,Ghost,69.0,castle,nightly disturbance,,night,cloak,Ghost,No,763.0,F,151.0,39.0,10.0,pumpkin,brain
4941,2021-07-20,Vampire,3.0,forest,theft,axe,night,blood,Vampire,Yes,354.0,F,152.0,37.0,7.0,silver,pesto pasta
4942,2020-05-29,Ghost,65.0,village,arson,brute force,night,cloak,Ghost,Yes,1.0,F,151.0,34.0,5.0,pumpkin,humans
4943,2020-12-23,Ghost,77.0,village,theft,brute force,dusk,potions,Ghost,No,2046.0,M,152.0,49.0,10.0,pumpkin,rats
4944,2022-10-19,Ghost,72.0,village,vandalism,pistol,night,cloak,Ghost,No,491.0,M,158.0,1.0,9.0,garlic,brain
4945,2021-02-28,Werewolf,34.0,forest,vandalism,knife,night,blood,Werewolf,No,23.0,F,187.0,100.0,7.0,cat hair,lasagna
4946,2022-03-07,Vampire,76.0,castle,assault,brute force,night,teeth,Vampire,Yes,450.0,F,192.0,42.0,9.0,sunlight,pesto pasta
4947,2022-08-02,Ghost,87.0,village,nightly disturbance,brute force,night,cloak,Ghost,Yes,3581.0,F,176.0,44.0,3.0,sunlight,lasagna
4948,2020-02-29,Ghost,31.0,village,arson,knife,night,cloak,Ghost,Yes,499.0,M,167.0,52.0,1.0,sunlight,humans
4949,2020-08-16,Werewolf,50.0,forest,assault,axe,dusk,teeth,Werewolf,Yes,89.0,F,187.0,88.0,8.0,garlic,rats
4950,2023-10-26,Vampire,43.0,castle,theft,,night,blood,Vampire,Yes,488.0,M,177.0,48.0,6.0,silver,lasagna
4951,2021-05-25,Witch,14.0,village,theft,knife,day,fur,Witch,No,264.0,F,160.0,17.0,2.0,pumpkin,lasagna
4952,2020-05-07,Werewolf,41.0,mountain,assault,PISTOL,night,fur,Werewolf,Yes,145.0,M,162.0,35.0,7.0,hazelnut,rats
4953,2020-01-27,Vampire,24.0,forest,assault,knife,dawn,cloak,Vampire,Yes,213.0,M,165.0,44.0,7.0,garlic,brain
4954,2021-02-15,Ghost,44.0,castle,nightly disturbance,pistol,night,potions,Ghost,Yes,959.0,F,169.0,52.0,8.0,sunlight,lasagna
4955,2024-07-26,Vampire,81.0,castle,nightly disturbance,axe,night,teeth,Vampire,No,336.0,M,158.0,42.0,4.0,sunlight,humans
4956,2022-09-28,Vampire,91.0,castle,nightly disturbance,brute force,night,blood,Vampire,Yes,631.0,F,176.0,40.0,8.0,garlic,lasagna
4957,2022-02-21,Zombie,2.0,village,assault,pistol,day,bones,Zombie,Yes,113.0,M,155.0,18.0,9.0,cat hair,lasagna
4958,2023-10-04,Vampire,19.0,castle,murder,brute force,night,blood,Vampire,Yes,124.0,F,184.0,16.0,6.0,sunlight,lasagna
4959,2021-11-30,witch,8.0,swamp,arson,,dusk,bones,witch,No,462.0,M,187.0,19.0,2.0,hazelnut,pesto pasta
4960,2022-05-25,Vampire,66.0,castle,nightly disturbance,brute force,night,cloak,Vampire,Yes,678.0,M,175.0,53.0,6.0,garlic,lasagna
4961,2024-01-08,Witch,75.0,village,kidnapping,brute force,dusk,cloak,Witch,Yes,628.0,F,154.0,23.0,5.0,hazelnut,humans
4962,2020-04-20,Ghost,5.0,castle,vandalism,knife,night,potions,Ghost,Yes,238.0,M,170.0,35.0,2.0,sunlight,humans
4963,2023-01-31,Witch,68.0,village,arson,,night,potions,Witch,No,388.0,M,160.0,14.0,1.0,hazelnut,humans
4964,2020-05-12,Ghost,38.0,village,vandalism,brute force,night,potions,Ghost,Yes,2524.0,M,158.0,67.0,10.0,sunlight,pesto pasta
4965,2022-08-30,Ghost,4.0,forest,vandalism,,night,potions,Ghost,No,145.0,F,160.0,70.0,2.0,pumpkin,humans
4966,2020-07-29,Witch,37.0,forest,kidnapping,,dusk,bones,Witch,Yes,277.0,M,158.0,29.0,1.0,hazelnut,humans
4967,2023-05-27,Werewolf,52.0,mountain,assault,brute force,night,fur,Werewolf,Yes,141.0,M,164.0,66.0,6.0,cat hair,pesto pasta
4968,2024-06-04,Skeleton,29.0,mountain,arson,,NIGHT,bones,Skeleton,No,116.0,F,171.0,17.0,3.0,pumpkin,lasagna
4969,2022-01-14,Vampire,52.0,mountain,nightly disturbance,knife,night,cloak,Vampire,No,847.0,F,195.0,30.0,8.0,silver,brain
4970,2020-03-31,Zombie,30.0,swamp,kidnapping,pistol,dusk,bones,Zombie,No,63.0,F,168.0,6.0,7.0,sunlight,lasagna
4971,2023-02-23,Skeleton,26.0,swamp,vandalism,pistol,day,cloak,Skeleton,No,724.0,F,188.0,36.0,8.0,silver,brain
4972,2023-01-04,Vampire,43.0,castle,nightly disturbance,,night,cloak,Vampire,No,783.0,M,193.0,49.0,4.0,silver,rats
4973,2020-03-05,Vampire,75.0,castle,theft,,dusk,blood,Vampire,No,315.0,F,161.0,33.0,2.0,silver,rats
4974,2022-04-07,Ghost,82.0,village,nightly disturbance,knife,night,cloak,Ghost,No,2485.0,M,176.0,34.0,10.0,sunlight,humans
4975,2023-07-17,Vampire,59.0,castle,assault,pistol,night,blood,Vampire,Yes,898.0,F,189.0,39.0,7.0,silver,brain
4976,2020-07-23,Zombie,7.0,forest,kidnapping,brute force,dusk,potions,Zombie,No,117.0,M,157.0,21.0,10.0,cat hair,pesto pasta
4977,2021-02-25,Vampire,78.0,castle,nightly disturbance,knife,night,cloak,Vampire,No,635.0,F,170.0,39.0,1.0,garlic,humans
4978,2021-06-18,Witch,64.0,swamp,assault,axe,day,cloak,Witch,Yes,367.0,F,157.0,11.0,7.0,hazelnut,lasagna
4979,2021-04-16,Skeleton,36.0,castle,vandalism,,day,bones,Skeleton,No,1.0,F,182.0,28.0,1.0,silver,lasagna
