Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
2813,2021-08-20,Zombie,14.0,forest,vandalism,N/A,day,bones
5017,2020-12-08,Ghost,77.0,castle,theft,brute force,dusk,cloak
239,2020-04-22,Vampire,65.0,castle,murder,brute force,dusk,teeth
7473,2021-01-03,zombie,96.0,swamp,kidnapping,N/A,night,potions
699,2023-01-29,Ghost,10.0,village,nightly disturbance,brute force,night,potions
3764,2022-03-29,Ghost,90.0,castle,vandalism,N/A,night,cloak
1579,2023-02-14,Skeleton,1.0,castle,arson,N/A,dusk,bones
8693,2022-05-10,Zombie,19.0,mountain,assault,N/A,dawn,potions
4773,2021-04-20,Vampire,80.0,castle,nightly disturbance,knife,night,teeth
7072,2022-05-15,Ghost,63.0,castle,vandalism,N/A,night,potions
6338,2023-01-26,Zombie,64.0,swamp,kidnapping,pistol,dawn,fur
6683,2023-11-13,Witch,31.0,village,arson,N/A,day,bones
2920,2021-03-21,Skeleton,87.0,forest,vandalism,knife,day,bones
6373,2024-07-21,Witch,57.0,swamp,arson,N/A,dawn,cloak
8300,2024-03-01,Skeleton,86.0,mountain,arson,N/A,dusk,bones
7088,2024-06-17,Werewolf,22.0,forest,vandalism,pistol,dawn,potions
839,2024-06-30,Werewolf,43.0,mountain,assault,brute force,night,fur
9462,2023-07-30,Witch,93.0,village,arson,pistol,dawn,potions
3762,2023-09-28,Witch,34.0,forest,kidnapping,brute force,night,fur
1328,2022-11-29,Zombie,17.0,swamp,kidnapping,knife,night,blood
8470,2023-05-03,Zombie,18.0,village,vandalism,N/A,dusk,bones
7710,2022-10-06,Skeleton,29.0,castle,vandalism,pistol,night,bones
3176,2022-11-06,Ghost,75.0,castle,vandalism,knife,dusk,potions
48,2024-02-09,Vampire,16.0,castle,assault,brute force,night,teeth
7289,2020-09-16,Vampire,36.0,mountain,assault,brute force,dusk,blood
6340,2023-12-04,Zombie,56.0,swamp,assault,knife,dawn,teeth
5998,2023-04-27,Skeleton,69.0,Mountain,vandalism,N/A,dusk,cloak
5868,2024-02-04,Werewolf,81.0,swamp,assault,brute force,night,teeth
8087,2023-04-15,Zombie,83.0,swamp,kidnapping,knife,night,bones
8911,2024-04-23,Witch,72.0,village,arson,knife,dawn,cloak
4281,2022-07-28,Ghost,6.0,castle,vandalism,pistol,night,potions
2261,2022-02-13,Zombie,53.0,swamp,assault,knife,day,potions
8973,2024-07-05,Zombie,97.0,village,murder,axe,dusk,teeth
7064,2023-04-28,Vampire,5.0,castle,assault,pistol,dawn,teeth
3873,2020-02-16,Vampire,11.0,forest,nightly disturbance,axe,night,blood
1931,2020-04-21,Zombie,68.0,mountain,assault,N/A,night,bones
2149,2022-10-20,Zombie,3.0,village,kidnapping,knife,day,fur
5962,2021-04-05,Vampire,89.0,forest,assault,N/A,dawn,blood
937,2020-09-06,Zombie,67.0,forest,assault,axe,day,potions
5080,2021-12-22,Werewolf,55.0,mountain,assault,N/A,dusk,teeth
5380,2022-07-09,Zombie,14.0,mountain,kidnapping,brute force,dusk,teeth
3526,2023-01-21,Werewolf,90.0,swamp,assault,brute force,night,blood
3254,2022-05-17,Zombie,12.0,swamp,assault,N/A,night,potions
3681,2020-09-06,Vampire,96.0,castle,nightly disturbance,brute force,night,teeth
9828,2023-12-13,Witch,48.0,village,arson,N/A,dusk,bones
6574,2021-01-19,Werewolf,75.0,swamp,assault,N/A,night,teeth
7172,2020-09-10,Vampire,27.0,castle,assault,N/A,night,blood
8744,2024-02-21,Witch,71.0,village,theft,axe,day,cloak
8306,2022-12-18,Witch,30.0,mountain,kidnapping,brute force,dusk,cloak
5844,2020-08-06,Witch,67.0,mountain,arson,brute force,day,bones
7355,2024-08-29,Skeleton,26.0,mountain,vandalism,knife,dusk,bones
9096,2020-12-13,Werewolf,53.0,forest,vandalism,axe,night,fur
5138,2024-07-28,Zombie,56.0,swamp,murder,knife,night,blood
6143,2024-10-20,Vampire,23.0,forest,assault,brute force,dawn,teeth
9216,2024-02-18,Vampire,79.0,castle,murder,brute force,dawn,blood
412,2023-03-01,Zombie,66.0,mountain,assault,knife,dusk,bones
5076,2022-07-07,Ghost,6.0,castle,nightly disturbance,pistol,night,cloak
6460,2022-12-22,vampire,65.0,castle,theft,knife,dawn,cloak
2604,2022-04-11,Werewolf,34.0,forest,Assault,brute force,night,bones
8239,2021-10-11,Zombie,75.0,village,murder,knife,dusk,teeth
5958,2020-01-14,Witch,44.0,mountain,kidnapping,knife,DAY,teeth
8070,2024-06-29,Zombie,34.0,swamp,kidnapping,brute force,day,teeth
5470,2020-07-14,Zombie,85.0,swamp,kidnapping,brute force,dusk,teeth
4135,2022-08-19,Skeleton,2.0,castle,arson,knife,night,bones
1288,2019-12-11,Skeleton,83.0,mountain,assault,pistol,dusk,bones
7420,2023-08-14,Witch,54.0,village,arson,brute force,dawn,potions
4080,2022-01-27,Ghost,42.0,castle,theft,N/A,dawn,potions
9300,2024-10-20,Werewolf,73.0,mountain,assault,brute force,night,blood
2390,2024-02-21,Zombie,90.0,swamp,murder,brute force,day,potions
9054,2024-02-21,Ghost,75.0,village,vandalism,N/A,dusk,cloak
1935,2024-01-01,Werewolf,6.0,mountain,assault,pistol,dusk,blood
7051,2024-09-09,Witch,90.0,swamp,kidnapping,N/A,night,fur
4495,2020-05-20,Witch,26.0,village,theft,axe,day,potions
2497,2019-12-02,Skeleton,80.0,swamp,assault,knife,day,bones
2197,2024-04-16,Vampire,32.0,village,theft,knife,night,cloak
252,2020-10-02,Witch,80.0,mountain,arson,N/A,dawn,potions
1049,2021-10-25,Werewolf,42.0,forest,assault,N/A,night,fur
8075,2020-03-02,Werewolf,59.0,swamp,vandalism,axe,night,teeth
7294,2021-10-22,Vampire,55.0,mountain,murder,pistol,night,blood
9601,2022-05-06,Zombie,53.0,mountain,murder,knife,dusk,potions
7109,2024-06-19,Zombie,19.0,swamp,assault,knife,dawn,blood
6321,2023-07-09,Werewolf,28.0,forest,assault,knife,night,fur
6949,2021-05-12,Skeleton,63.0,CASTLE,arson,N/A,day,cloak
5792,2020-07-18,Zombie,40.0,swamp,kidnapping,knife,dusk,bones
6852,2021-04-21,Witch,83.0,Mountain,arson,pistol,day,potions
6135,2024-10-05,Zombie,8.0,swamp,murder,pistol,night,potions
6592,2021-03-12,Zombie,54.0,swamp,kidnapping,N/A,dusk,blood
7215,2024-03-20,Ghost,46.0,mountain,nightly disturbance,axe,night,potions
3905,2021-06-25,ghost,53.0,mountain,nightly disturbance,brute force,night,cloak
2534,2024-01-07,Vampire,36.0,village,assault,pistol,night,teeth
8581,2022-06-16,Ghost,14.0,castle,arson,brute force,dusk,potions
8274,2022-04-29,Werewolf,38.0,mountain,assault,axe,dusk,potions
6099,2021-05-08,Skeleton,36.0,castle,ASSAULT,pistol,day,bones
1571,2022-06-08,Zombie,54.0,swamp,kidnapping,N/A,night,teeth
6438,2024-07-14,Skeleton,74.0,mountain,arson,N/A,day,cloak
5028,2024-05-20,Zombie,33.0,swamp,kidnapping,pistol,dawn,potions
7509,2021-02-09,Ghost,45.0,castle,nightly disturbance,axe,night,cloak
4390,2020-02-28,Zombie,49.0,forest,kidnapping,knife,night,bones
8718,2021-11-11,Ghost,60.0,castle,arson,brute force,night,potions
7111,2024-03-03,Zombie,36.0,forest,assault,axe,dawn,teeth
815,2021-06-06,Werewolf,85.0,forest,assault,axe,dusk,bones
4687,2023-10-28,Vampire,89.0,village,assault,brute force,dusk,teeth
2014,2023-05-18,Zombie,72.0,swamp,kidnapping,knife,night,teeth
5120,2021-10-31,Witch,21.0,village,arson,axe,dawn,potions
8361,2023-12-22,Vampire,16.0,castle,nightly disturbance,N/A,night,blood
1857,2023-07-10,Witch,97.0,mountain,arson,knife,day,potions
7620,2021-04-29,Ghost,3.0,castle,vandalism,axe,dawn,cloak
8340,2021-07-15,Skeleton,15.0,mountain,arson,knife,dusk,bones
9735,2023-06-08,Vampire,48.0,castle,assault,N/A,dusk,cloak
7899,2021-01-18,Werewolf,22.0,forest,vandalism,knife,night,blood
1871,2023-10-27,Zombie,98.0,swamp,murder,N/A,dawn,potions
7935,2020-02-29,Ghost,21.0,castle,nightly disturbance,pistol,night,cloak
7431,2021-11-28,Zombie,14.0,swamp,murder,knife,dawn,teeth
435,2023-08-01,Skeleton,23.0,castle,arson,knife,dawn,cloak
3737,2022-05-20,Witch,35.0,swamp,kidnapping,N/A,night,bones
6209,2021-12-13,Witch,26.0,swamp,kidnapping,axe,night,cloak
5545,2024-10-24,Skeleton,49.0,mountain,assault,N/A,day,bones
4711,2023-02-12,Witch,88.0,mountain,arson,N/A,dawn,bones
4574,2021-12-21,Skeleton,21.0,mountain,vandalism,knife,day,bones
9796,2023-06-16,Zombie,21.0,swamp,assault,knife,night,teeth
9063,2020-01-12,Vampire,9.0,castle,assault,pistol,night,cloak
3525,2023-12-06,Zombie,84.0,village,kidnapping,N/A,dawn,potions
8084,2023-10-19,Skeleton,63.0,mountain,assault,axe,night,bones
3006,2022-08-19,Werewolf,58.0,forest,assault,knife,night,bones
1940,2022-12-12,Witch,70.0,swamp,kidnapping,N/A,dusk,blood
3369,2022-10-15,Witch,92.0,mountain,kidnapping,N/A,dusk,potions
5846,2021-09-30,witch,32.0,village,arson,pistol,day,cloak
9743,2020-03-22,Witch,71.0,village,kidnapping,knife,night,potions
7697,2020-08-01,Ghost,11.0,village,vandalism,pistol,dusk,cloak
8236,2020-02-21,Skeleton,47.0,mountain,vandalism,knife,dusk,bones
6979,2019-11-12,vampire,35.0,castle,assault,N/A,night,blood
5430,2024-01-26,Vampire,97.0,castle,nightly disturbance,pistol,night,cloak
8702,2020-05-01,Werewolf,41.0,mountain,assault,knife,night,teeth
9031,2021-12-04,Zombie,26.0,forest,assault,knife,day,fur
1300,2023-06-25,Witch,8.0,swamp,assault,knife,night,bones
5570,2021-07-06,Witch,2.0,swamp,kidnapping,pistol,Dawn,bones
2912,2020-08-13,SKELETON,96.0,mountain,vandalism,N/A,night,bones
8933,2022-11-29,Ghost,60.0,village,vandalism,knife,dusk,potions
1342,2023-07-07,Werewolf,33.0,mountain,assault,knife,day,fur
1939,2020-07-22,Vampire,81.0,castle,nightly disturbance,brute force,night,blood
5811,2024-03-31,Skeleton,11.0,mountain,arson,axe,night,bones
3739,2020-03-01,Werewolf,90.0,mountain,assault,brute force,night,fur
9393,2020-08-03,Ghost,88.0,castle,arson,knife,dusk,cloak
2627,2022-11-20,Ghost,30.0,castle,vandalism,pistol,night,cloak
2044,2023-07-16,Skeleton,80.0,castle,arson,axe,dusk,bones
23,2023-03-15,Werewolf,56.0,mountain,vandalism,N/A,dawn,fur
1627,2021-03-26,Zombie,44.0,swamp,kidnapping,pistol,dawn,teeth
7606,2023-04-06,Skeleton,21.0,castle,nightly disturbance,knife,night,bones
3447,2020-04-11,Skeleton,54.0,mountain,arson,knife,dawn,cloak
7584,2021-10-26,Zombie,45.0,village,murder,knife,night,blood
392,2021-01-17,Witch,52.0,village,arson,pistol,night,cloak
7105,2023-07-11,Witch,61.0,swamp,kidnapping,axe,dawn,potions
8989,2021-10-23,Werewolf,42.0,mountain,assault,N/A,night,teeth
2641,2022-04-26,Vampire,34.0,castle,murder,knife,night,blood
7075,2020-03-18,Werewolf,93.0,mountain,assault,axe,dusk,fur
1711,2023-04-20,vampire,82.0,village,assault,brute force,night,cloak
1612,2020-02-07,Ghost,60.0,village,nightly disturbance,knife,night,cloak
6618,2020-11-27,Ghost,25.0,castle,nightly disturbance,pistol,night,potions
9310,2022-05-14,Vampire,69.0,castle,nightly disturbance,brute force,night,teeth
4940,2021-08-28,Werewolf,39.0,swamp,assault,axe,night,fur
3275,2020-11-14,Vampire,6.0,castle,assault,axe,night,cloak
2104,2022-05-28,Vampire,88.0,village,nightly disturbance,N/A,night,cloak
265,2021-07-29,Werewolf,51.0,village,kidnapping,axe,dusk,blood
2891,2021-07-31,Zombie,75.0,mountain,assault,pistol,night,teeth
7471,2019-11-23,Ghost,82.0,castle,nightly disturbance,N/A,night,cloak
7392,2021-01-19,Werewolf,2.0,mountain,assault,knife,night,blood
4793,2023-08-10,Skeleton,24.0,castle,arson,knife,night,bones
9716,2021-04-10,Ghost,29.0,village,Vandalism,pistol,Night,POTIONS
3109,2022-07-05,Vampire,90.0,village,assault,pistol,night,blood
7303,2023-10-10,Werewolf,31.0,village,assault,brute force,night,blood
5673,2024-03-15,Werewolf,35.0,village,assault,N/A,night,blood
9370,2020-08-09,Werewolf,56.0,forest,nightly disturbance,knife,night,teeth
7964,2021-03-26,Witch,22.0,swamp,arson,N/A,dusk,cloak
4978,2023-03-18,Zombie,24.0,swamp,murder,knife,night,bones
6769,2024-08-09,Werewolf,20.0,forest,vandalism,brute force,day,fur
847,2024-10-06,Werewolf,11.0,mountain,vandalism,knife,night,teeth
3595,2020-04-08,Skeleton,60.0,forest,vandalism,N/A,dusk,bones
3221,2024-02-20,Skeleton,70.0,castle,arson,pistol,dawn,cloak
7334,2024-04-30,Vampire,78.0,forest,theft,knife,dusk,blood
8587,2021-12-31,Skeleton,31.0,castle,vandalism,N/A,day,cloak
8551,2021-05-12,Skeleton,7.0,mountain,assault,knife,day,bones
8195,2021-10-27,Zombie,93.0,mountain,kidnapping,N/A,day,teeth
6928,2021-11-24,Witch,3.0,swamp,arson,N/A,dusk,cloak
9886,2020-07-23,Zombie,2.0,mountain,assault,N/A,night,potions
22,2022-08-29,Skeleton,63.0,mountain,arson,N/A,dusk,bones
235,2021-03-06,Zombie,96.0,forest,kidnapping,pistol,night,potions
3193,2021-02-17,Werewolf,74.0,mountain,assault,axe,night,fur
3950,2024-09-01,Witch,63.0,village,arson,pistol,dawn,potions
1212,2022-12-03,Vampire,73.0,castle,nightly disturbance,brute force,night,blood
6320,2022-05-23,Zombie,84.0,village,vandalism,N/A,day,potions
8485,2020-04-26,Werewolf,49.0,forest,nightly disturbance,N/A,night,fur
9672,2023-05-28,Werewolf,35.0,mountain,assault,N/A,night,bones
9928,2024-04-10,Vampire,60.0,castle,Assault,N/A,night,teeth
7125,2022-07-13,Zombie,35.0,swamp,kidnapping,brute force,Night,teeth
4619,2021-03-21,Witch,54.0,swamp,arson,axe,dusk,teeth
7525,2022-06-24,Ghost,1.0,village,nightly disturbance,knife,night,potions
716,2021-06-02,Zombie,11.0,swamp,vandalism,knife,dawn,blood
5798,2024-02-08,Ghost,26.0,village,nightly disturbance,knife,night,potions
5243,2023-10-06,Zombie,87.0,mountain,kidnapping,pistol,night,teeth
7552,2024-05-22,Zombie,11.0,mountain,vandalism,brute force,dawn,bones
5588,2022-07-18,Vampire,69.0,castle,assault,axe,night,blood
3974,2022-04-07,Zombie,7.0,forest,kidnapping,pistol,night,blood
8901,2019-11-02,Werewolf,69.0,forest,kidnapping,brute force,dusk,blood
5196,2020-08-15,Vampire,6.0,mountain,nightly disturbance,N/A,night,cloak
8978,2023-08-18,Werewolf,31.0,forest,nightly disturbance,brute force,Night,bones
3387,2022-04-21,Vampire,85.0,castle,assault,N/A,night,cloak
2907,2022-06-11,Zombie,29.0,swamp,kidnapping,N/A,night,bones
6432,2024-03-25,Werewolf,78.0,forest,nightly disturbance,axe,night,teeth
7493,2022-03-16,Ghost,14.0,forest,vandalism,axe,night,cloak
4797,2023-12-25,Vampire,79.0,castle,nightly disturbance,pistol,night,blood
8279,2020-05-01,Ghost,99.0,village,vandalism,pistol,night,cloak
3889,2021-05-11,Zombie,34.0,swamp,assault,knife,dawn,blood
9344,2023-10-09,Werewolf,78.0,mountain,assault,brute force,night,fur
1406,2022-09-04,Ghost,82.0,mountain,nightly disturbance,pistol,night,potions
4789,2021-04-04,Skeleton,69.0,mountain,vandalism,axe,dusk,bones
2191,2022-04-17,Vampire,25.0,village,theft,N/A,night,teeth
7537,2021-08-06,Zombie,54.0,swamp,murder,axe,night,fur
2412,2023-10-25,Werewolf,10.0,village,nightly disturbance,N/A,night,bones
3290,2024-06-18,Zombie,21.0,swamp,kidnapping,brute force,dusk,bones
5190,2021-08-22,Ghost,53.0,village,NIGHTLY DISTURBANCE,knife,night,cloak
7335,2022-09-15,Werewolf,53.0,forest,assault,N/A,dusk,fur
7952,2021-10-10,Witch,63.0,village,kidnapping,axe,dawn,bones
9557,2022-02-21,Zombie,6.0,mountain,kidnapping,N/A,dawn,bones
9283,2023-03-08,Werewolf,65.0,mountain,assault,pistol,dusk,bones
4874,2020-09-02,Ghost,23.0,castle,theft,knife,night,cloak
174,2021-12-26,Skeleton,27.0,mountain,arson,N/A,day,cloak
2860,2022-03-01,Werewolf,92.0,mountain,assault,axe,night,teeth
792,2024-06-26,Ghost,6.0,village,theft,knife,dusk,cloak
8841,2024-01-30,Werewolf,17.0,forest,vandalism,N/A,dusk,potions
4439,2022-05-12,Ghost,19.0,castle,vandalism,pistol,night,cloak
2311,2023-09-02,Skeleton,12.0,castle,nightly disturbance,N/A,night,bones
7285,2021-11-04,Vampire,74.0,castle,nightly disturbance,brute force,night,teeth
5060,2021-05-15,Zombie,60.0,swamp,kidnapping,axe,night,bones
4337,2024-03-04,Vampire,48.0,forest,assault,brute force,night,blood
5641,2022-06-27,Vampire,83.0,village,assault,N/A,night,teeth
9993,2023-04-05,Zombie,8.0,swamp,murder,knife,dawn,potions
1114,2020-11-25,Werewolf,13.0,forest,vandalism,N/A,night,potions
1432,2020-08-29,Vampire,18.0,village,nightly disturbance,n/A,night,Cloak
9329,2021-10-04,Zombie,95.0,village,kidnapping,axe,day,teeth
4149,2021-07-29,Vampire,52.0,castle,murder,brute force,night,blood
9302,2024-01-23,Witch,60.0,village,kidnapping,knife,day,bones
9243,2020-09-19,Ghost,88.0,castle,nightly disturbance,brute force,night,potions
8979,2021-08-06,Skeleton,50.0,forest,nightly disturbance,axe,night,cloak
1716,2021-01-25,Witch,27.0,village,kidnapping,N/A,night,teeth
2161,2020-08-24,Werewolf,11.0,forest,assault,N/A,night,teeth
2397,2020-09-25,Vampire,60.0,village,assault,N/A,night,cloak
2790,2023-08-22,Vampire,28.0,castle,nightly disturbance,pistol,night,blood
6391,2020-07-27,Vampire,96.0,forest,assault,pistol,dawn,cloak
3816,2021-09-07,Vampire,69.0,village,theft,N/A,night,blood
7744,2021-07-04,Skeleton,58.0,mountain,assault,pistol,day,bones
2371,2021-06-04,Werewolf,93.0,forest,nightly disturbance,axe,night,Teeth
7550,2020-02-29,Zombie,10.0,mountain,murder,pistol,night,blood
7662,2020-04-17,Ghost,2.0,castle,nightly disturbance,knife,night,cloak
771,2021-03-23,Ghost,22.0,village,nightly disturbance,knife,night,potions
662,2021-09-05,Ghost,82.0,village,theft,knife,night,potions
2536,2021-10-30,Zombie,73.0,swamp,kidnapping,knife,day,fur
695,2021-06-08,Skeleton,44.0,mountain,nightly disturbance,N/A,Night,bones
3690,2022-11-30,Vampire,25.0,mountain,nightly disturbance,brute force,night,blood
3631,2024-01-06,Witch,34.0,village,kidnapping,N/A,dawn,CLOAK
9550,2020-08-22,Werewolf,57.0,forest,nightly disturbance,pistol,night,fur
3781,2020-04-08,Werewolf,65.0,forest,assault,knife,dusk,blood
6878,2023-06-30,Vampire,4.0,forest,assault,knife,night,blood
6635,2023-09-02,Skeleton,5.0,castle,arson,brute force,day,bones
5860,2020-10-26,Ghost,47.0,castle,nightly disturbance,brute force,night,potions
3178,2022-12-24,Ghost,83.0,castle,nightly disturbance,N/A,night,cloak
9741,2020-01-09,Werewolf,81.0,swamp,assault,knife,night,fur
9671,2023-03-10,Vampire,11.0,castle,theft,axe,night,cloak
2290,2021-07-26,Werewolf,29.0,mountain,assault,N/A,night,blood
2955,2023-08-07,Witch,2.0,swamp,theft,brute force,dusk,potions
2174,2022-08-06,Vampire,19.0,mountain,assault,brute force,dawn,teeth
6491,2021-02-02,Skeleton,4.0,mountain,nightly disturbance,pistol,night,bones
1509,2022-07-25,Vampire,83.0,castle,nightly disturbance,N/A,night,teeth
5992,2022-03-09,Skeleton,84.0,mountain,assault,N/A,night,bones
1588,2020-12-10,Vampire,44.0,village,nightly disturbance,N/A,night,teeth
763,2021-01-20,Ghost,36.0,village,theft,axe,night,potions
5049,2023-11-21,Werewolf,87.0,mountain,assault,knife,night,fur
3577,2024-08-20,Skeleton,33.0,forest,nightly disturbance,pistol,night,bones
8179,2021-08-04,Witch,75.0,village,kidnapping,knife,day,potions
5559,2021-07-11,Skeleton,68.0,mountain,assault,knife,day,bones
8563,2023-03-23,Vampire,2.0,castle,assault,knife,night,teeth
2402,2020-08-08,Ghost,49.0,castle,arson,axe,night,cloak
8529,2022-12-14,Ghost,18.0,village,Nightly disturbance,brute force,night,cloak
6661,2020-10-28,Skeleton,50.0,castle,vandalism,knife,day,Bones
8561,2023-04-15,Werewolf,17.0,mountain,assault,N/A,night,potions
4443,2024-02-20,Witch,67.0,swamp,arson,knife,dusk,cloak
3799,2020-05-08,Witch,54.0,mountain,arson,knife,night,cloak
1068,2022-12-10,Zombie,67.0,swamp,kidnapping,knife,night,blood
438,2021-03-01,Skeleton,21.0,SWAMP,nightly disturbance,N/A,night,bones
9536,2024-05-10,Ghost,88.0,forest,nightly disturbance,brute force,night,potions
9398,2022-02-27,Vampire,96.0,mountain,assault,pistol,dusk,blood
9537,2020-10-23,Vampire,78.0,village,theft,pistol,night,blood
9071,2021-07-27,Witch,67.0,village,kidnapping,N/A,night,teeth
4194,2023-06-02,Vampire,53.0,village,nightly disturbance,brute force,night,teeth
9099,2021-05-18,Werewolf,40.0,village,nightly disturbance,axe,night,fur
446,2021-08-07,Witch,65.0,village,assault,brute force,night,potions
9572,2023-06-06,Skeleton,37.0,mountain,nightly disturbance,knife,night,cloak
1776,2020-11-21,Skeleton,21.0,forest,assault,pistol,day,bones
189,2024-01-14,Vampire,77.0,castle,murder,knife,night,blood
3797,2024-02-01,Vampire,81.0,castle,nightly disturbance,pistol,night,blood
8714,2020-06-19,Witch,42.0,village,kidnapping,brute force,day,cloak
1943,2022-12-23,Witch,90.0,village,arson,axe,dusk,cloak
9165,2023-08-03,Vampire,20.0,mountain,assault,brute force,night,blood
4887,2019-11-01,Witch,93.0,swamp,arson,pistol,day,potions
9359,2021-08-11,Witch,36.0,village,arson,pistol,night,blood
6656,2021-09-08,Skeleton,4.0,mountain,vandalism,N/A,dusk,bones
1937,2021-12-01,Werewolf,46.0,mountain,assault,pistol,dusk,fur
3856,2024-07-04,Witch,87.0,village,kidnapping,axe,dusk,potions
6753,2023-06-13,Werewolf,37.0,forest,nightly disturbance,axe,night,fur
1607,2023-01-01,Skeleton,73.0,castle,nightly disturbance,axe,night,cloak
4411,2024-03-26,Werewolf,50.0,village,assault,knife,night,teeth
8459,2021-10-09,Ghost,30.0,village,nightly disturbance,knife,night,potions
5247,2024-02-24,Zombie,69.0,swamp,kidnapping,axe,night,teeth
8547,2024-01-04,Zombie,5.0,forest,kidnapping,axe,day,potions
6370,2024-01-09,ghost,51.0,castle,vandalism,knife,night,cloak
398,2021-08-02,Skeleton,40.0,castle,nightly disturbance,knife,night,cloak
9122,2020-08-14,WITCH,31.0,swamp,kidnapping,brute force,dawn,cloak
7448,2020-07-18,Ghost,22.0,village,vandalism,N/A,dawn,cloak
2747,2023-05-28,Ghost,59.0,castle,nightly disturbance,pistol,night,potions
8650,2022-01-17,Ghost,99.0,village,vandalism,N/A,dusk,cloak
877,2023-08-20,Vampire,96.0,mountain,assault,knife,night,blood
714,2023-07-10,Vampire,58.0,village,murder,N/A,night,blood
9128,2020-10-14,Witch,52.0,swamp,kidnapping,knife,night,teeth
359,2019-11-29,Vampire,95.0,village,assault,brute force,night,blood
2349,2020-07-24,Werewolf,37.0,mountain,kidnapping,N/A,night,teeth
9516,2020-04-04,Vampire,67.0,castle,assault,knife,dawn,cloak
9204,2022-05-15,Werewolf,47.0,mountain,assault,knife,dusk,blood
717,2022-09-19,Zombie,83.0,swamp,kidnapping,knife,dusk,bones
1511,2022-11-11,Witch,70.0,village,arson,axe,day,bones
1987,2023-08-12,Zombie,60.0,swamp,kidnapping,pistol,night,potions
9217,2021-10-12,Zombie,50.0,forest,vandalism,N/A,night,Potions
2345,2021-09-18,Witch,20.0,village,kidnapping,pistol,dusk,bones
5342,2023-06-29,Ghost,13.0,castle,vandalism,KNIFE,dusk,cloak
1173,2022-12-25,Zombie,55.0,swamp,assault,pistol,dawn,potions
2677,2021-11-18,Skeleton,59.0,castle,arson,N/A,dawn,bones
7314,2024-05-26,Vampire,65.0,castle,assault,axe,dawn,cloak
8857,2021-01-01,Skeleton,45.0,mountain,vandalism,knife,dawn,Cloak
2353,2020-09-26,Skeleton,88.0,mountain,arson,knife,dusk,bones
2599,2021-09-08,Ghost,52.0,castle,vandalism,N/A,dawn,cloak
8746,2020-02-12,Werewolf,85.0,village,kidnapping,knife,night,teeth
5866,2021-05-12,Ghost,63.0,castle,vandalism,brute force,DUSK,potions
1319,2021-09-04,Skeleton,70.0,mountain,vandalism,axe,dusk,bones
2710,2024-03-04,Witch,73.0,swamp,arson,brute force,dawn,cloak
12,2024-10-30,Zombie,84.0,forest,murder,N/A,dawn,bones
8460,2023-08-31,Werewolf,76.0,mountain,assault,knife,night,fur
1562,2021-02-16,Werewolf,81.0,village,assault,N/A,night,teeth
2057,2020-06-13,Zombie,69.0,swamp,kidnapping,knife,night,blood
6924,2022-07-24,Zombie,69.0,swamp,kidnapping,axe,night,potions
6858,2020-04-01,Skeleton,11.0,mountain,assault,knife,day,bones
8768,2024-05-09,vampire,63.0,castle,nightly disturbance,axe,night,blood
6445,2022-11-11,Zombie,29.0,forest,assault,knife,day,potions
9942,2022-12-06,Vampire,19.0,castle,murder,N/A,night,blood
618,2023-08-21,Ghost,36.0,village,vandalism,N/A,dusk,cloak
6124,2023-08-19,Ghost,76.0,village,vandalism,knife,night,cloak
401,2022-07-02,Zombie,15.0,swamp,kidnapping,knife,dusk,teeth
3228,2023-11-18,Vampire,10.0,village,theft,axe,night,teeth
5245,2022-01-08,Skeleton,29.0,mountain,vandalism,brute force,day,cloak
7794,2020-08-04,Werewolf,38.0,mountain,nightly disturbance,knife,night,fur
2245,2022-08-28,Werewolf,56.0,mountain,assault,knife,night,fur
426,2020-04-14,Vampire,3.0,castle,assault,N/A,night,teeth
1598,2021-06-26,Zombie,69.0,forest,murder,axe,dusk,potions
2164,2020-10-19,Witch,93.0,swamp,kidnapping,pistol,dawn,potions
3945,2020-05-07,Witch,57.0,mountain,arson,N/A,day,potions
2495,2023-03-05,Skeleton,12.0,forest,nightly disturbance,brute force,night,cloak
9306,2024-01-27,Werewolf,11.0,mountain,assault,pistol,night,blood
8632,2022-11-01,Werewolf,91.0,swamp,vandalism,axe,night,teeth
2887,2020-12-20,Ghost,99.0,castle,nightly disturbance,pistol,night,cloak
2878,2022-05-15,skeleton,45.0,mountain,arson,N/A,dusk,bones
5726,2021-05-18,Vampire,26.0,village,assault,brute force,dawn,cloak
8595,2022-02-12,Werewolf,31.0,mountain,assault,brute force,dusk,fur
361,2024-01-20,Ghost,17.0,village,theft,axe,dusk,potions
4427,2024-02-05,Vampire,86.0,castle,theft,axe,night,blood
2541,2023-12-09,Witch,30.0,swamp,arson,axe,dawn,cloak
8250,2024-08-03,Ghost,15.0,village,theft,brute force,night,cloak
9109,2021-05-12,Skeleton,5.0,mountain,arson,knife,day,bones
789,2024-10-29,Ghost,98.0,castle,theft,axe,night,cloak
4521,2021-03-25,Ghost,59.0,village,nightly disturbance,pistol,night,potions
3719,2024-07-29,Witch,24.0,village,arson,brute force,night,bones
2026,2021-07-29,Werewolf,79.0,forest,assault,N/A,dawn,fur
6644,2023-12-26,VAMPIRE,74.0,mountain,assault,pistol,night,blood
1886,2021-08-25,Werewolf,92.0,swamp,assault,N/A,day,fur
