Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
2259,Zombie,No,369.0,M,167.0,20.0,2.0,hazelnut,humans
3463,Vampire,No,230.0,F,173.0,56.0,6.0,garlic,brain
6873,Zombie,No,96.0,M,168.0,63.0,3.0,silver,lasagna
5928,Zombie,No,2449.0,F,187.0,36.0,1.0,silver,brain
3913,Werewolf,Yes,109.0,M,165.0,10.0,4.0,garlic,rats
6768,Ghost,No,510.0,M,185.0,15.0,1.0,hazelnut,lasagna
5302,Ghost,Yes,1065.0,M,198.0,5.0,6.0,pumpkin,brain
703,Ghost,No,1081.0,F,189.0,14.0,3.0,silver,brain
4960,Witch,No,170.0,M,184.0,43.0,1.0,silver,brain
1098,Zombie,Yes,52.0,F,192.0,20.0,1.0,sunlight,humans
4380,Vampire,Yes,823.0,M,191.0,1.0,9.0,pumpkin,pesto pasta
7029,Werewolf,Yes,103.0,M,184.0,79.0,7.0,silver,lasagna
4826,Werewolf,Yes,702.0,M,194.0,38.0,2.0,silver,lasagna
5318,Skeleton,Yes,776.0,F,175.0,49.0,2.0,sunlight,pesto pasta
6472,Ghost,No,200.0,F,173.0,85.0,7.0,silver,rats
9114,Skeleton,No,157.0,F,168.0,72.0,7.0,cat hair,pesto pasta
6791,Ghost,No,1.0,M,150.0,27.0,3.0,silver,brain
951,Skeleton,Yes,585.0,M,164.0,50.0,9.0,silver,lasagna
4113,Skeleton,No,371.0,M,199.0,16.0,2.0,hazelnut,rats
22,Skeleton,No,1522.0,F,165.0,49.0,3.0,silver,rats
5331,Skeleton,No,1094.0,M,150.0,7.0,5.0,pumpkin,rats
2531,Ghost,Yes,564.0,F,189.0,49.0,6.0,sunlight,rats
4418,Ghost,No,508.0,M,180.0,29.0,6.0,silver,rats
1480,Werewolf,Yes,3104.0,F,195.0,40.0,8.0,garlic,pesto pasta
8097,Zombie,Yes,53.0,F,192.0,16.0,3.0,pumpkin,pesto pasta
7835,Vampire,Yes,221.0,M,183.0,21.0,3.0,hazelnut,humans
4490,Ghost,Yes,2084.0,F,196.0,20.0,10.0,silver,lasagna
8763,Werewolf,Yes,76.0,F,180.0,73.0,8.0,cat hair,lasagna
7758,Werewolf,Yes,75.0,F,181.0,14.0,9.0,silver,pesto pasta
8706,,Yes,52.0,M,175.0,68.0,6.0,silver,lasagna
9491,Vampire,Yes,1234.0,F,161.0,56.0,10.0,pumpkin,humans
944,Werewolf,Yes,2170.0,F,195.0,70.0,3.0,sunlight,humans
8712,Skeleton,Yes,108.0,M,163.0,10.0,2.0,garlic,Pesto pasta
7240,Witch,Yes,111.0,M,158.0,13.0,5.0,cat hair,humans
7052,Werewolf,Yes,539.0,M,197.0,16.0,3.0,hazelnut,rats
7435,Zombie,Yes,144.0,M,172.0,20.0,4.0,cat hair,rats
3167,Werewolf,Yes,62.0,F,178.0,17.0,4.0,cat hair,brain
7700,Vampire,Yes,464.0,M,161.0,26.0,10.0,silver,humans
830,Vampire,Yes,592.0,F,153.0,39.0,6.0,garlic,humans
7772,Ghost,No,72.0,M,199.0,61.0,1.0,sunlight,humans
3835,Vampire,No,1945.0,F,190.0,88.0,10.0,pumpkin,lasagna
1794,Vampire,Yes,2874.0,F,189.0,45.0,3.0,pumpkin,lasagna
3335,Vampire,No,567.0,M,177.0,27.0,8.0,silver,pesto pasta
4965,Witch,No,2010.0,M,162.0,39.0,8.0,pumpkin,rats
459,Zombie,Yes,435.0,F,186.0,53.0,7.0,silver,rats
6371,Ghost,No,23.0,M,155.0,80.0,6.0,cat hair,rats
3948,Zombie,No,443.0,F,187.0,9.0,1.0,pumpkin,brain
5652,Skeleton,Yes,999.0,F,183.0,48.0,1.0,garlic,lasagna
7767,Ghost,No,30.0,F,175.0,44.0,4.0,hazelnut,brain
3963,Vampire,No,457.0,M,150.0,24.0,9.0,hazelnut,pesto pasta
8306,Zombie,Yes,377.0,M,195.0,16.0,5.0,hazelnut,rats
1585,Witch,Yes,1030.0,M,195.0,42.0,4.0,sunlight,humans
5126,ZOMBIE,Yes,1529.0,F,184.0,33.0,9.0,hazelnut,brain
5464,Vampire,No,779.0,F,166.0,49.0,3.0,silver,pesto pasta
3988,Ghost,Yes,8.0,F,176.0,13.0,4.0,sunlight,humans
5597,Ghost,No,378.0,M,175.0,38.0,8.0,sunlight,lasagna
7658,Ghost,Yes,1429.0,M,166.0,19.0,2.0,hazelnut,pesto pasta
6627,Skeleton,No,479.0,F,167.0,11.0,1.0,garlic,rats
5829,Skeleton,Yes,1905.0,M,186.0,6.0,3.0,silver,brain
4732,Ghost,Yes,823.0,F,193.0,43.0,6.0,garlic,lasagna
2027,Zombie,No,97.0,F,151.0,66.0,6.0,silver,pesto pasta
7866,Vampire,Yes,680.0,F,174.0,38.0,1.0,silver,rats
6340,Witch,No,39.0,F,185.0,21.0,2.0,silver,brain
5676,Werewolf,No,35.0,F,180.0,75.0,1.0,cat hair,lasagna
3369,Vampire,Yes,389.0,M,167.0,20.0,1.0,silver,pesto pasta
2186,Werewolf,Yes,1.0,F,183.0,83.0,7.0,hazelnut,humans
654,Ghost,No,503.0,F,194.0,30.0,1.0,garlic,brain
2731,Skeleton,No,813.0,F,193.0,10.0,5.0,garlic,brain
7425,Werewolf,No,336.0,F,179.0,1.0,4.0,silver,brain
7311,Werewolf,Yes,1881.0,F,171.0,48.0,10.0,sunlight,brain
270,Witch,No,1139.0,M,185.0,7.0,2.0,garlic,rats
6284,Werewolf,No,1692.0,M,150.0,38.0,3.0,silver,rats
5190,Vampire,No,2735.0,M,197.0,1.0,2.0,sunlight,lasagna
3375,Witch,Yes,1457.0,F,182.0,49.0,1.0,sunlight,rats
5623,Skeleton,Yes,591.0,F,172.0,79.0,10.0,sunlight,pesto pasta
2171,Zombie,No,624.0,M,166.0,43.0,7.0,garlic,lasagna
2796,Skeleton,Yes,79.0,F,156.0,38.0,7.0,hazelnut,brain
5292,Skeleton,No,762.0,M,178.0,34.0,7.0,sunlight,brain
6002,Ghost,Yes,79.0,F,172.0,25.0,7.0,pumpkin,pesto pasta
8902,Werewolf,No,75.0,F,152.0,13.0,3.0,pumpkin,humans
4080,Vampire,No,2128.0,M,159.0,48.0,2.0,sunlight,pesto pasta
2387,Witch,No,44.0,M,166.0,10.0,1.0,garlic,humans
2364,Skeleton,Yes,540.0,F,178.0,44.0,7.0,garlic,pesto pasta
5994,Skeleton,No,26.0,F,185.0,26.0,7.0,garlic,pesto pasta
2759,Zombie,Yes,471.0,M,150.0,33.0,7.0,silver,lasagna
383,Werewolf,Yes,36.0,M,159.0,93.0,6.0,silver,humans
595,Vampire,Yes,316.0,M,152.0,26.0,1.0,garlic,pesto pasta
7652,Vampire,No,71.0,F,167.0,14.0,6.0,silver,rats
4786,Ghost,Yes,1028.0,F,191.0,45.0,1.0,silver,brain
9528,Witch,Yes,150.0,F,176.0,17.0,1.0,pumpkin,brain
5113,Zombie,No,609.0,M,162.0,20.0,2.0,hazelnut,lasagna
9856,Skeleton,Yes,1.0,F,182.0,100.0,1.0,pumpkin,pesto pasta
7156,Zombie,No,445.0,M,175.0,25.0,7.0,hazelnut,humans
8431,witch,Yes,194.0,F,186.0,71.0,9.0,silver,humans
177,Vampire,No,727.0,F,193.0,41.0,7.0,garlic,pesto pasta
2988,Witch,No,873.0,F,173.0,36.0,3.0,silver,pesto pasta
2920,Skeleton,No,2282.0,F,198.0,33.0,10.0,silver,rats
3274,Vampire,yes,729.0,M,167.0,29.0,7.0,sunlight,brain
8848,Witch,Yes,429.0,M,159.0,15.0,5.0,hazelnut,rats
7888,Zombie,No,1304.0,M,168.0,38.0,7.0,silver,pesto pasta
1504,Ghost,No,2489.0,M,198.0,77.0,8.0,pumpkin,pesto pasta
5700,Skeleton,No,57.0,M,156.0,9.0,8.0,silver,humans
8155,Zombie,Yes,1047.0,M,171.0,39.0,5.0,silver,humans
6531,Ghost,No,296.0,F,171.0,4.0,5.0,pumpkin,brain
2875,Werewolf,Yes,39.0,M,196.0,19.0,2.0,sunlight,pesto pasta
2755,Werewolf,Yes,116.0,F,162.0,23.0,5.0,hazelnut,humans
1241,Vampire,No,452.0,M,194.0,13.0,5.0,hazelnut,rats
3336,Zombie,No,114.0,F,171.0,18.0,2.0,garlic,brain
1298,Witch,No,128.0,M,177.0,90.0,7.0,silver,rats
3666,Zombie,No,1342.0,M,160.0,42.0,6.0,sunlight,pesto pasta
376,Werewolf,Yes,60.0,M,183.0,18.0,10.0,cat hair,humans
4524,Witch,Yes,828.0,M,171.0,41.0,6.0,silver,rats
721,Vampire,No,589.0,M,194.0,18.0,4.0,garlic,rats
5380,Vampire,No,35.0,F,198.0,18.0,8.0,garlic,brain
7424,Vampire,No,204.0,M,167.0,64.0,5.0,cat hair,brain
3169,Skeleton,No,478.0,F,150.0,27.0,3.0,pumpkin,pesto pasta
6078,Ghost,No,513.0,F,151.0,38.0,7.0,sunlight,brain
9534,Zombie,No,116.0,F,176.0,16.0,4.0,sunlight,brain
4583,Witch,No,109.0,M,166.0,91.0,5.0,silver,humans
1445,Witch,No,368.0,M,169.0,17.0,1.0,hazelnut,brain
9957,Werewolf,Yes,986.0,F,189.0,33.0,10.0,silver,humans
515,Vampire,Yes,158.0,F,181.0,24.0,2.0,pumpkin,rats
5223,Skeleton,No,583.0,M,160.0,21.0,7.0,garlic,pesto pasta
3733,Witch,Yes,81.0,M,166.0,100.0,7.0,silver,humans
3991,Ghost,Yes,76.0,M,185.0,17.0,6.0,sunlight,lasagna
4057,Vampire,Yes,33.0,M,172.0,89.0,8.0,cat hair,pesto pasta
1016,Werewolf,Yes,95.0,F,173.0,24.0,2.0,sunlight,pesto pasta
9363,Ghost,No,2046.0,M,176.0,1.0,7.0,cat hair,pesto pasta
7555,Werewolf,Yes,142.0,M,175.0,42.0,7.0,garlic,brain
3661,Ghost,Yes,202.0,M,155.0,33.0,7.0,garlic,Lasagna
9515,Zombie,No,626.0,M,160.0,26.0,2.0,garlic,pesto pasta
385,Werewolf,No,379.0,M,153.0,45.0,6.0,garlic,lasagna
76,Werewolf,No,1.0,F,157.0,30.0,6.0,garlic,brain
7879,Vampire,Yes,2042.0,M,159.0,67.0,4.0,sunlight,pesto pasta
6193,Werewolf,No,2939.0,F,169.0,21.0,10.0,cat hair,brain
571,Vampire,No,362.0,M,169.0,19.0,1.0,pumpkin,humans
7959,Skeleton,No,575.0,M,156.0,41.0,6.0,sunlight,rats
5517,Vampire,Yes,153.0,M,163.0,84.0,10.0,sunlight,lasagna
6374,Vampire,No,976.0,M,177.0,49.0,1.0,garlic,brain
7610,Skeleton,Yes,183.0,F,161.0,100.0,7.0,cat hair,humans
1155,Ghost,No,108.0,M,174.0,55.0,6.0,garlic,pesto pasta
2229,Zombie,Yes,541.0,F,152.0,33.0,6.0,sunlight,pesto pasta
8420,Ghost,Yes,402.0,F,176.0,26.0,4.0,hazelnut,brain
7635,Zombie,No,57.0,M,199.0,10.0,4.0,silver,rats
2445,Witch,No,329.0,M,188.0,3.0,4.0,silver,rats
6886,Skeleton,No,80.0,M,184.0,15.0,5.0,silver,rats
6470,Skeleton,Yes,239.0,M,168.0,25.0,4.0,hazelnut,brain
3682,Werewolf,No,2198.0,F,155.0,37.0,10.0,hazelnut,brain
5947,Ghost,No,1186.0,F,159.0,23.0,8.0,pumpkin,brain
9049,Skeleton,No,128.0,F,157.0,60.0,9.0,silver,lasagna
5825,Werewolf,No,15.0,M,174.0,65.0,6.0,silver,humans
2579,Skeleton,No,72.0,F,172.0,72.0,7.0,silver,pesto pasta
8564,Witch,No,483.0,F,193.0,16.0,1.0,pumpkin,rats
5089,Zombie,Yes,90.0,M,172.0,17.0,4.0,sunlight,lasagna
984,Witch,Yes,316.0,F,191.0,10.0,3.0,hazelnut,lasagna
7082,Skeleton,No,629.0,M,196.0,25.0,5.0,silver,lasagna
8092,Werewolf,Yes,523.0,M,190.0,21.0,8.0,hazelnut,lasagna
2285,Witch,Yes,34.0,F,167.0,8.0,3.0,cat hair,pesto pasta
6688,Ghost,No,24.0,F,179.0,25.0,1.0,garlic,pesto pasta
504,Werewolf,Yes,89.0,M,165.0,81.0,6.0,silver,humans
7068,Skeleton,No,1695.0,M,181.0,76.0,3.0,sunlight,humans
4720,Vampire,No,640.0,F,169.0,15.0,4.0,pumpkin,pesto pasta
5513,Witch,Yes,566.0,F,193.0,28.0,1.0,hazelnut,pesto pasta
767,Zombie,Yes,437.0,F,195.0,32.0,7.0,garlic,pesto pasta
4060,Zombie,No,25.0,M,168.0,14.0,3.0,cat hair,pesto pasta
3020,Skeleton,Yes,1664.0,F,182.0,70.0,1.0,sunlight,pesto pasta
9177,Ghost,No,174.0,F,186.0,81.0,7.0,silver,rats
2937,Werewolf,Yes,85.0,M,195.0,36.0,6.0,sunlight,rats
5978,Witch,Yes,105.0,F,160.0,13.0,2.0,cat hair,humans
3272,Vampire,No,840.0,M,197.0,2.0,5.0,silver,lasagna
9979,Vampire,No,55.0,M,166.0,56.0,8.0,garlic,humans
9970,Skeleton,Yes,78.0,M,178.0,78.0,9.0,silver,pesto pasta
9852,Witch,No,115.0,F,196.0,21.0,3.0,sunlight,pesto pasta
8098,Werewolf,Yes,139.0,F,161.0,55.0,6.0,hazelnut,humans
8494,Ghost,No,895.0,M,174.0,35.0,7.0,garlic,rats
6277,,No,361.0,M,180.0,21.0,4.0,hazelnut,lasagna
6240,Witch,No,391.0,M,170.0,13.0,3.0,pumpkin,humans
7374,Ghost,No,1865.0,M,160.0,8.0,3.0,silver,brain
5959,Witch,Yes,593.0,M,175.0,13.0,5.0,silver,brain
3079,Skeleton,Yes,3092.0,F,163.0,16.0,10.0,sunlight,lasagna
3076,Witch,No,372.0,M,191.0,35.0,6.0,garlic,lasagna
1574,Zombie,Yes,29.0,F,180.0,7.0,9.0,cat hair,humans
7458,Witch,Yes,3176.0,F,173.0,42.0,10.0,Hazelnut,humans
3777,Werewolf,No,1149.0,F,192.0,65.0,2.0,sunlight,pesto pasta
4812,Skeleton,Yes,567.0,M,173.0,36.0,6.0,silver,pesto pasta
2660,Werewolf,No,139.0,M,192.0,67.0,7.0,silver,pesto pasta
6231,Zombie,Yes,839.0,F,159.0,74.0,3.0,pumpkin,lasagna
9887,Skeleton,Yes,139.0,M,179.0,20.0,2.0,pumpkin,pesto pasta
8454,Ghost,No,442.0,M,190.0,14.0,4.0,hazelnut,brain
5271,Skeleton,No,1.0,F,173.0,17.0,5.0,garlic,lasagna
523,Skeleton,Yes,243.0,F,179.0,82.0,3.0,sunlight,humans
8385,Vampire,Yes,208.0,M,177.0,11.0,2.0,sunlight,rats
9136,Vampire,Yes,1881.0,F,176.0,65.0,10.0,hazelnut,rats
5693,Skeleton,No,88.0,M,181.0,20.0,2.0,sunlight,humans
9826,Vampire,No,539.0,M,167.0,57.0,7.0,silver,rats
5204,Ghost,Yes,1687.0,M,162.0,20.0,7.0,silver,humans
4325,Skeleton,No,585.0,F,191.0,23.0,4.0,Silver,rats
7992,Ghost,No,127.0,M,196.0,76.0,6.0,silver,lasagna
2685,Ghost,Yes,507.0,M,194.0,65.0,9.0,garlic,rats
3158,Vampire,Yes,251.0,F,171.0,18.0,5.0,silver,brain
2226,Werewolf,No,659.0,M,169.0,43.0,8.0,garlic,rats
4704,Zombie,No,140.0,F,180.0,94.0,6.0,silver,humans
974,Werewolf,Yes,1144.0,F,159.0,23.0,6.0,silver,lasagna
1988,Werewolf,No,115.0,F,198.0,100.0,6.0,silver,pesto pasta
3640,Witch,Yes,81.0,F,172.0,14.0,10.0,sunlight,humans
8604,Zombie,No,92.0,M,163.0,61.0,6.0,silver,pesto pasta
2726,Ghost,Yes,106.0,F,181.0,100.0,6.0,silver,brain
7158,Werewolf,Yes,452.0,F,176.0,20.0,1.0,hazelnut,rats
821,Werewolf,No,982.0,F,166.0,18.0,5.0,silver,lasagna
4672,Werewolf,Yes,1297.0,F,185.0,62.0,4.0,cat hair,humans
3040,Zombie,No,191.0,M,188.0,17.0,5.0,pumpkin,brain
5028,Skeleton,No,77.0,F,177.0,18.0,4.0,pumpkin,brain
5404,Vampire,No,554.0,F,192.0,18.0,4.0,HAZELNUT,humans
3760,Skeleton,Yes,72.0,M,193.0,55.0,6.0,cat hair,lasagna
9992,Werewolf,Yes,475.0,F,184.0,58.0,6.0,silver,humans
5715,Witch,Yes,555.0,M,192.0,23.0,2.0,hazelnut,brain
6744,Ghost,Yes,82.0,F,173.0,37.0,6.0,silver,lasagna
8175,Zombie,Yes,52.0,M,183.0,64.0,6.0,silver,brain
6714,Werewolf,Yes,202.0,M,160.0,31.0,8.0,garlic,lasagna
4666,skeleton,No,973.0,F,190.0,21.0,10.0,hazelnut,humans
4204,Zombie,No,163.0,F,150.0,57.0,5.0,silver,humans
4716,Skeleton,Yes,108.0,F,185.0,17.0,8.0,cat hair,humans
4993,Zombie,yes,1525.0,F,191.0,28.0,10.0,silver,humans
2933,Zombie,No,67.0,M,160.0,15.0,4.0,silver,pesto pasta
1349,Witch,No,385.0,F,170.0,24.0,9.0,silver,lasagna
2643,Zombie,No,145.0,F,171.0,13.0,5.0,garlic,rats
3656,Ghost,No,1004.0,F,169.0,53.0,1.0,hazelnut,Humans
2582,Skeleton,Yes,449.0,F,190.0,9.0,1.0,hazelnut,humans
114,Werewolf,Yes,52.0,F,193.0,78.0,7.0,sunlight,lasagna
3997,Vampire,No,21.0,M,170.0,95.0,7.0,hazelnut,pesto pasta
2756,Witch,Yes,122.0,F,178.0,18.0,6.0,cat hair,rats
5508,Ghost,Yes,2629.0,M,197.0,58.0,9.0,sunlight,pesto pasta
8246,Werewolf,Yes,600.0,M,172.0,27.0,7.0,sunlight,pesto pasta
6766,Vampire,No,169.0,M,156.0,16.0,2.0,garlic,humans
3284,Werewolf,Yes,317.0,M,178.0,19.0,1.0,pumpkin,humans
9805,Ghost,Yes,654.0,M,151.0,30.0,7.0,sunlight,pesto pasta
9951,witch,No,107.0,F,157.0,9.0,3.0,garlic,pesto pasta
4973,Ghost,No,418.0,M,169.0,17.0,4.0,hazelnut,rats
6096,Werewolf,Yes,102.0,F,168.0,100.0,5.0,cat hair,lasagna
4243,Zombie,Yes,1603.0,M,152.0,24.0,6.0,pumpkin,rats
8418,Werewolf,No,796.0,F,170.0,43.0,5.0,garlic,humans
6370,Zombie,No,2148.0,M,157.0,22.0,1.0,sunlight,humans
8649,Vampire,Yes,526.0,M,198.0,41.0,6.0,silver,pesto pasta
8355,Ghost,No,1.0,F,189.0,16.0,1.0,garlic,brain
6553,Ghost,Yes,112.0,F,170.0,52.0,4.0,silver,humans
3334,Vampire,No,174.0,F,182.0,19.0,3.0,garlic,lasagna
4679,Ghost,No,483.0,M,157.0,44.0,6.0,silver,humans
7633,Ghost,No,1505.0,M,183.0,81.0,10.0,garlic,pesto pasta
1530,Werewolf,No,7.0,F,177.0,11.0,5.0,cat hair,pesto pasta
862,Werewolf,Yes,110.0,F,156.0,82.0,2.0,silver,pesto pasta
4444,Zombie,Yes,611.0,F,170.0,31.0,5.0,garlic,rats
5347,Witch,Yes,488.0,M,190.0,24.0,2.0,hazelnut,lasagna
7568,Ghost,No,1146.0,F,157.0,1.0,3.0,silver,rats
7002,Witch,No,126.0,F,186.0,22.0,4.0,sunlight,rats
7046,Zombie,Yes,638.0,M,161.0,49.0,8.0,silver,pesto pasta
2062,Ghost,Yes,543.0,F,167.0,1.0,9.0,pumpkin,rats
2365,Werewolf,Yes,43.0,M,185.0,20.0,6.0,sunlight,brain
7139,Vampire,Yes,193.0,F,151.0,23.0,2.0,sunlight,lasagna
7488,Skeleton,Yes,263.0,M,175.0,25.0,3.0,pumpkin,rats
1619,Vampire,Yes,70.0,F,160.0,20.0,2.0,sunlight,brain
4180,Werewolf,No,374.0,M,159.0,23.0,3.0,hazelnut,brain
891,Witch,Yes,472.0,M,184.0,18.0,1.0,hazelnut,humans
980,Zombie,No,1414.0,F,199.0,1.0,3.0,silver,humans
4478,Werewolf,No,1458.0,M,190.0,34.0,3.0,sunlight,lasagna
3523,Werewolf,No,1936.0,F,197.0,73.0,8.0,Garlic,lasagna
5321,Vampire,Yes,106.0,F,188.0,16.0,5.0,sunlight,rats
6560,Vampire,Yes,744.0,M,165.0,34.0,7.0,garlic,brain
4032,Vampire,Yes,714.0,F,181.0,37.0,7.0,garlic,lasagna
4054,Witch,Yes,1281.0,M,160.0,18.0,4.0,garlic,humans
5242,Skeleton,Yes,72.0,M,198.0,64.0,3.0,hazelnut,pesto pasta
1024,Zombie,No,2606.0,F,170.0,18.0,10.0,pumpkin,humans
5259,Vampire,No,594.0,M,189.0,42.0,2.0,garlic,brain
4226,Skeleton,No,666.0,M,170.0,37.0,8.0,sunlight,brain
1068,Vampire,Yes,110.0,M,189.0,17.0,1.0,sunlight,lasagna
5717,Vampire,No,416.0,F,188.0,42.0,7.0,garlic,rats
8373,Zombie,Yes,181.0,F,158.0,39.0,3.0,silver,lasagna
4748,Vampire,No,91.0,F,167.0,100.0,6.0,cat hair,lasagna
9414,Witch,Yes,141.0,F,166.0,4.0,4.0,cat hair,rats
4591,Ghost,Yes,161.0,F,150.0,97.0,6.0,cat hair,brain
7321,Werewolf,Yes,569.0,M,174.0,20.0,2.0,hazelnut,rats
1714,Skeleton,No,941.0,M,184.0,23.0,2.0,cat hair,brain
1468,Skeleton,Yes,958.0,F,170.0,44.0,8.0,garlic,rats
4819,Vampire,Yes,1208.0,M,152.0,51.0,10.0,sunlight,rats
6702,Witch,No,1871.0,M,165.0,34.0,10.0,sunlight,rats
3744,Witch,No,14.0,M,187.0,35.0,7.0,garlic,pesto pasta
2948,Skeleton,No,600.0,F,190.0,39.0,7.0,garlic,pesto pasta
6271,Witch,Yes,1175.0,F,196.0,30.0,6.0,silver,brain
8261,Ghost,No,1787.0,M,193.0,93.0,2.0,sunlight,pesto pasta
9242,Witch,Yes,1.0,M,151.0,52.0,9.0,silver,pesto pasta
8684,Zombie,Yes,74.0,M,175.0,10.0,9.0,cat hair,humans
4941,Ghost,Yes,562.0,M,170.0,30.0,6.0,sunlight,pesto pasta
3533,Skeleton,No,1215.0,F,195.0,1.0,7.0,silver,humans
238,Werewolf,No,342.0,M,170.0,53.0,4.0,silver,humans
3859,Werewolf,No,880.0,M,197.0,55.0,3.0,sunlight,lasagna
5935,Vampire,No,923.0,M,192.0,22.0,5.0,silver,rats
3626,Ghost,No,1643.0,F,181.0,30.0,4.0,garlic,lasagna
6745,Vampire,Yes,1284.0,F,196.0,12.0,1.0,cat hair,humans
6227,Zombie,Yes,480.0,M,154.0,49.0,6.0,silver,rats
8728,Zombie,Yes,2100.0,M,154.0,55.0,10.0,sunlight,brain
8866,Werewolf,No,116.0,M,150.0,22.0,2.0,silver,humans
8616,Werewolf,Yes,1202.0,M,182.0,63.0,10.0,sunlight,lasagna
3070,Ghost,Yes,296.0,F,183.0,50.0,4.0,garlic,brain
3519,Skeleton,Yes,1.0,F,169.0,82.0,5.0,silver,humans
2115,Skeleton,Yes,563.0,F,172.0,20.0,8.0,silver,pesto pasta
8841,Vampire,No,122.0,F,171.0,56.0,9.0,sunlight,rats
9478,,Yes,56.0,F,165.0,56.0,9.0,silver,rats
8033,Skeleton,Yes,133.0,F,173.0,12.0,5.0,sunlight,pesto pasta
7270,Witch,No,1517.0,M,154.0,23.0,2.0,cat hair,pesto pasta
6129,Zombie,No,82.0,F,164.0,59.0,6.0,silver,pesto pasta
565,Witch,Yes,745.0,M,173.0,23.0,4.0,silver,Rats
3035,Werewolf,No,1946.0,F,158.0,33.0,6.0,pumpkin,brain
554,Werewolf,Yes,188.0,M,193.0,91.0,7.0,silver,pesto pasta
6108,Werewolf,Yes,614.0,M,162.0,29.0,2.0,garlic,rats
1701,Witch,YES,1365.0,M,164.0,40.0,9.0,silver,brain
7699,Zombie,Yes,430.0,F,151.0,42.0,4.0,sunlight,rats
9855,Ghost,Yes,35.0,M,176.0,22.0,2.0,pumpkin,lasagna
9203,Ghost,No,700.0,F,158.0,17.0,2.0,hazelnut,brain
8199,Ghost,No,157.0,M,161.0,88.0,6.0,cat hair,lasagna
4168,Skeleton,No,2489.0,F,168.0,82.0,9.0,pumpkin,humans
6958,Ghost,Yes,12.0,F,153.0,15.0,2.0,pumpkin,brain
1983,Zombie,No,371.0,M,154.0,64.0,8.0,pumpkin,brain
7980,Vampire,Yes,1430.0,F,198.0,35.0,2.0,silver,rats
5023,Witch,No,1439.0,M,172.0,25.0,3.0,garlic,pesto pasta
9469,Skeleton,No,1543.0,F,157.0,82.0,10.0,pumpkin,lasagna
9632,Ghost,Yes,83.0,M,162.0,1.0,6.0,cat hair,pesto pasta
2067,Zombie,Yes,449.0,F,197.0,51.0,6.0,silver,lasagna
2537,Zombie,No,79.0,F,151.0,18.0,3.0,silver,brain
141,Werewolf,No,1066.0,M,154.0,27.0,1.0,garlic,lasagna
1340,Skeleton,Yes,686.0,M,164.0,3.0,1.0,silver,lasagna
7865,Skeleton,No,205.0,F,166.0,25.0,1.0,hazelnut,pesto pasta
7531,Vampire,No,94.0,M,198.0,70.0,6.0,cat hair,brain
4104,Zombie,No,701.0,M,184.0,41.0,4.0,silver,brain
4058,Vampire,Yes,982.0,M,162.0,3.0,6.0,silver,humans
2645,Zombie,No,917.0,F,152.0,29.0,7.0,pumpkin,rats
9278,Ghost,No,1385.0,F,181.0,38.0,8.0,pumpkin,humans
8587,GHOST,No,941.0,F,191.0,11.0,10.0,pumpkin,pesto pasta
506,Zombie,No,390.0,F,189.0,17.0,3.0,hazelnut,lasagna
8364,Skeleton,Yes,1402.0,M,199.0,43.0,8.0,pumpkin,Humans
5444,Zombie,No,4233.0,M,183.0,76.0,9.0,sunlight,lasagna
6273,Zombie,No,317.0,M,179.0,16.0,3.0,hazelnut,humans
1914,Zombie,No,634.0,F,164.0,45.0,9.0,silver,brain
6373,Ghost,Yes,323.0,F,155.0,23.0,2.0,hazelnut,pesto pasta
2085,Werewolf,No,1456.0,M,187.0,42.0,7.0,silver,rats
2074,Ghost,No,1.0,M,150.0,30.0,4.0,silver,humans
3481,Witch,Yes,1277.0,M,198.0,40.0,10.0,pumpkin,lasagna
2110,Vampire,Yes,1462.0,M,197.0,53.0,9.0,sunlight,brain
5706,Ghost,No,139.0,M,158.0,9.0,5.0,garlic,humans
6403,Zombie,Yes,467.0,M,164.0,43.0,2.0,garlic,brain
1950,Zombie,Yes,1206.0,M,163.0,42.0,2.0,hazelnut,rats
8496,Werewolf,No,32.0,F,186.0,54.0,5.0,silver,lasagna
9289,Werewolf,Yes,436.0,M,159.0,25.0,5.0,pumpkin,humans
1524,Vampire,Yes,246.0,F,167.0,29.0,6.0,garlic,pesto pasta
8198,Witch,No,218.0,F,156.0,43.0,5.0,sunlight,lasagna
1008,Zombie,No,1.0,M,156.0,29.0,10.0,garlic,rats
2632,Ghost,No,2773.0,F,187.0,67.0,10.0,garlic,rats
3054,Vampire,Yes,2220.0,M,159.0,54.0,5.0,sunlight,rats
2242,Zombie,Yes,707.0,F,153.0,35.0,5.0,garlic,pesto pasta
5639,Ghost,Yes,146.0,F,199.0,54.0,6.0,silver,pesto pasta
2730,Ghost,Yes,1.0,M,180.0,10.0,1.0,sunlight,humans
3182,Werewolf,No,59.0,M,183.0,21.0,7.0,garlic,brain
9132,Witch,No,289.0,M,197.0,19.0,4.0,hazelnut,lasagna
5751,Vampire,Yes,824.0,M,150.0,1.0,7.0,hazelnut,humans
4235,Vampire,Yes,508.0,M,150.0,55.0,10.0,hazelnut,humans
8799,Skeleton,Yes,296.0,F,189.0,21.0,3.0,garlic,humans
826,Witch,Yes,92.0,F,180.0,9.0,3.0,cat hair,humans
2439,Werewolf,Yes,102.0,M,167.0,24.0,1.0,sunlight,lasagna
