Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
5487,2024-01-26,vampire,97.0,castle,nightly disturbance,pistol,night,cloak,5487,vampire,yes,45.0,f,177.0,36.0,7.0,silver,rats
3967,2021-11-05,skeleton,9.0,mountain,arson,knife,day,bones,3967,skeleton,yes,652.0,f,191.0,16.0,1.0,silver,lasagna
6116,2021-06-27,witch,16.0,swamp,arson,pistol,night,potions,6116,witch,yes,276.0,f,186.0,17.0,4.0,hazelnut,humans
7663,2024-03-03,werewolf,87.0,forest,vandalism,,night,fur,7663,werewolf,no,113.0,m,156.0,42.0,7.0,cat hair,lasagna
7193,2022-03-26,zombie,48.0,village,kidnapping,knife,night,teeth,7193,zombie,yes,1.0,f,174.0,25.0,1.0,sunlight,pesto pasta
6638,2021-11-06,witch,39.0,swamp,kidnapping,knife,dawn,potions,6638,witch,yes,238.0,f,162.0,25.0,2.0,garlic,brain
6601,2023-03-05,witch,30.0,swamp,arson,knife,dusk,bones,6601,witch,no,341.0,f,166.0,16.0,1.0,pumpkin,brain
9003,2022-02-25,werewolf,58.0,forest,vandalism,brute force,night,fur,9003,werewolf,no,8.0,f,172.0,80.0,7.0,cat hair,pesto pasta
8360,2024-01-18,witch,28.0,village,arson,knife,night,cloak,8360,witch,no,446.0,f,176.0,26.0,1.0,hazelnut,humans
2358,2020-09-11,vampire,50.0,castle,theft,axe,night,cloak,2358,vampire,yes,528.0,m,199.0,34.0,8.0,sunlight,humans
3552,2021-01-16,vampire,5.0,castle,assault,knife,night,blood,3552,vampire,no,647.0,m,177.0,18.0,7.0,garlic,lasagna
2214,2024-09-02,werewolf,49.0,forest,assault,,night,fur,2214,werewolf,yes,81.0,f,172.0,69.0,9.0,silver,rats
199,2022-04-07,witch,45.0,forest,arson,,dusk,bones,199,witch,no,341.0,m,195.0,14.0,2.0,garlic,humans
7328,2023-10-26,zombie,21.0,swamp,murder,axe,night,potions,7328,zombie,no,16.0,m,178.0,13.0,8.0,sunlight,pesto pasta
5726,2020-12-26,werewolf,33.0,forest,assault,axe,dusk,blood,5726,werewolf,no,83.0,m,188.0,24.0,9.0,silver,pesto pasta
5108,2020-11-16,witch,94.0,swamp,kidnapping,knife,dusk,cloak,5108,witch,yes,46.0,f,191.0,18.0,3.0,hazelnut,rats
810,2021-03-19,vampire,11.0,castle,nightly disturbance,knife,night,blood,810,vampire,yes,715.0,m,175.0,39.0,5.0,garlic,brain
8938,2020-07-31,witch,29.0,village,arson,brute force,night,teeth,8938,witch,yes,429.0,m,159.0,15.0,5.0,hazelnut,rats
10026,2024-04-10,vampire,60.0,castle,assault,,night,teeth,10026,vampire,yes,855.0,m,165.0,30.0,3.0,silver,humans
2091,2022-01-16,vampire,36.0,castle,nightly disturbance,knife,night,blood,2091,vampire,no,352.0,f,170.0,34.0,4.0,silver,brain
9173,2020-05-28,zombie,93.0,forest,assault,pistol,night,fur,9173,zombie,yes,107.0,m,190.0,17.0,7.0,sunlight,pesto pasta
8833,2024-02-21,witch,71.0,village,theft,axe,day,cloak,8833,witch,yes,398.0,f,181.0,25.0,9.0,hazelnut,rats
652,2021-04-03,werewolf,10.0,mountain,assault,brute force,dusk,blood,652,werewolf,yes,135.0,f,180.0,20.0,4.0,silver,brain
9467,2024-07-22,werewolf,44.0,forest,assault,brute force,night,fur,9467,werewolf,no,68.0,f,161.0,99.0,7.0,silver,brain
5153,2022-08-23,werewolf,60.0,mountain,assault,knife,night,fur,5153,werewolf,yes,177.0,f,195.0,55.0,6.0,hazelnut,humans
5517,2023-04-22,ghost,58.0,castle,nightly disturbance,pistol,night,potions,5517,ghost,yes,1838.0,f,192.0,49.0,8.0,sunlight,brain
1654,2020-05-15,vampire,26.0,forest,assault,knife,night,cloak,1654,vampire,yes,347.0,f,152.0,38.0,8.0,sunlight,rats
121,2021-08-24,werewolf,49.0,village,vandalism,,night,fur,121,werewolf,no,96.0,m,163.0,73.0,5.0,silver,lasagna
3013,2021-12-29,vampire,3.0,village,assault,knife,dawn,blood,3013,vampire,yes,516.0,f,186.0,30.0,7.0,garlic,rats
5118,2021-03-16,werewolf,32.0,mountain,assault,pistol,night,fur,5118,werewolf,no,46.0,f,183.0,95.0,5.0,silver,humans
3106,2024-03-03,zombie,53.0,swamp,assault,,dusk,potions,3106,zombie,yes,102.0,f,174.0,17.0,1.0,pumpkin,brain
9017,2021-04-03,werewolf,41.0,mountain,assault,knife,dawn,fur,9017,werewolf,no,103.0,f,182.0,100.0,6.0,sunlight,rats
3313,2021-09-19,ghost,63.0,village,vandalism,brute force,night,potions,3313,ghost,yes,1794.0,m,154.0,59.0,9.0,pumpkin,brain
2160,2020-04-08,werewolf,92.0,forest,assault,,night,blood,2160,werewolf,yes,82.0,f,161.0,100.0,6.0,silver,lasagna
9031,2022-01-18,vampire,27.0,castle,assault,axe,night,blood,9031,vampire,no,1.0,m,199.0,25.0,5.0,silver,brain
5017,2020-05-02,werewolf,45.0,forest,assault,brute force,night,fur,5017,werewolf,no,79.0,m,167.0,66.0,6.0,hazelnut,lasagna
6257,2022-08-10,ghost,38.0,castle,nightly disturbance,brute force,night,potions,6257,ghost,yes,4412.0,f,151.0,81.0,3.0,sunlight,humans
135,2023-01-03,vampire,89.0,castle,nightly disturbance,axe,night,blood,135,vampire,yes,576.0,f,168.0,43.0,6.0,garlic,brain
7807,2024-05-25,witch,86.0,mountain,kidnapping,,night,cloak,7807,witch,yes,439.0,f,171.0,25.0,2.0,silver,humans
5378,2020-05-31,skeleton,14.0,mountain,vandalism,knife,day,cloak,5378,skeleton,yes,2314.0,m,157.0,18.0,1.0,silver,pesto pasta
9737,2023-09-12,vampire,70.0,mountain,nightly disturbance,knife,night,cloak,9737,vampire,no,227.0,f,199.0,44.0,9.0,garlic,pesto pasta
6222,2022-12-30,zombie,17.0,village,vandalism,axe,day,bones,6222,zombie,yes,1.0,m,178.0,9.0,5.0,cat hair,humans
2587,2024-03-12,skeleton,79.0,swamp,vandalism,knife,day,bones,2587,skeleton,yes,1382.0,m,187.0,14.0,9.0,silver,rats
63,2022-05-27,witch,7.0,swamp,arson,axe,dusk,potions,63,witch,yes,183.0,m,159.0,23.0,9.0,hazelnut,lasagna
1373,2020-12-19,ghost,42.0,village,nightly disturbance,axe,night,cloak,1373,ghost,no,1141.0,f,151.0,78.0,8.0,hazelnut,rats
6794,2024-10-19,vampire,82.0,castle,theft,,dusk,cloak,6794,vampire,yes,317.0,f,161.0,41.0,6.0,garlic,humans
2495,2020-04-09,skeleton,92.0,mountain,assault,,dusk,bones,2495,skeleton,yes,2033.0,f,150.0,1.0,4.0,silver,lasagna
687,2020-07-16,ghost,96.0,village,nightly disturbance,brute force,night,cloak,687,ghost,yes,1568.0,m,162.0,78.0,8.0,cat hair,brain
6866,2020-11-29,werewolf,69.0,village,assault,pistol,dusk,blood,6866,werewolf,no,53.0,f,156.0,54.0,8.0,silver,rats
749,2022-02-24,vampire,73.0,castle,theft,knife,night,teeth,749,vampire,yes,561.0,f,169.0,51.0,6.0,garlic,lasagna
5361,2024-04-01,werewolf,13.0,forest,nightly disturbance,knife,night,fur,5361,werewolf,yes,1.0,f,191.0,100.0,2.0,silver,lasagna
7702,2024-03-16,skeleton,76.0,mountain,vandalism,axe,dusk,cloak,7702,skeleton,yes,1026.0,m,194.0,28.0,9.0,silver,pesto pasta
3678,2022-12-03,werewolf,69.0,mountain,assault,knife,dusk,teeth,3678,werewolf,yes,75.0,f,182.0,83.0,2.0,silver,rats
451,2021-07-05,witch,78.0,village,arson,,night,cloak,451,witch,yes,177.0,f,188.0,9.0,2.0,hazelnut,lasagna
8222,2021-08-05,zombie,97.0,mountain,kidnapping,knife,dawn,blood,8222,zombie,no,59.0,m,182.0,16.0,4.0,cat hair,pesto pasta
3293,2022-08-06,vampire,19.0,castle,nightly disturbance,axe,night,cloak,3293,vampire,yes,950.0,f,177.0,52.0,5.0,silver,pesto pasta
4710,2024-07-13,zombie,20.0,forest,murder,,night,fur,4710,zombie,no,97.0,f,184.0,14.0,10.0,sunlight,lasagna
1894,2020-03-28,vampire,59.0,castle,assault,brute force,dawn,blood,1894,vampire,no,817.0,f,161.0,53.0,5.0,sunlight,lasagna
6432,2022-02-21,vampire,1.0,village,nightly disturbance,axe,night,cloak,6432,vampire,no,402.0,f,170.0,53.0,8.0,garlic,pesto pasta
2624,2020-02-04,ghost,23.0,village,theft,brute force,dusk,potions,2624,ghost,no,1136.0,f,154.0,38.0,3.0,sunlight,brain
1736,2023-06-17,witch,22.0,village,arson,,dawn,potions,1736,witch,yes,612.0,m,191.0,15.0,3.0,hazelnut,rats
2944,2020-08-13,skeleton,96.0,mountain,vandalism,,night,bones,2944,skeleton,no,775.0,m,150.0,31.0,1.0,silver,pesto pasta
2875,2021-09-20,werewolf,50.0,village,vandalism,,night,fur,2875,werewolf,no,41.0,m,189.0,56.0,8.0,silver,lasagna
4068,2023-01-21,ghost,50.0,castle,nightly disturbance,knife,night,cloak,4068,ghost,no,339.0,m,199.0,78.0,1.0,sunlight,rats
5545,2022-01-01,witch,5.0,village,arson,knife,dawn,cloak,5545,witch,no,316.0,f,166.0,18.0,4.0,pumpkin,lasagna
8722,2023-06-04,ghost,97.0,castle,vandalism,knife,night,cloak,8722,ghost,yes,1.0,f,198.0,31.0,3.0,sunlight,lasagna
8114,2023-07-10,skeleton,18.0,castle,arson,,dusk,bones,8114,skeleton,yes,1048.0,m,150.0,27.0,9.0,hazelnut,humans
9324,2024-04-08,witch,20.0,village,arson,knife,day,potions,9324,witch,no,315.0,f,170.0,25.0,2.0,hazelnut,lasagna
497,2023-12-28,werewolf,43.0,village,assault,knife,night,fur,497,werewolf,no,136.0,f,163.0,97.0,6.0,hazelnut,humans
501,2021-05-29,vampire,80.0,castle,nightly disturbance,pistol,night,cloak,501,vampire,no,664.0,f,195.0,30.0,9.0,sunlight,brain
698,2022-02-07,vampire,87.0,castle,assault,knife,night,teeth,698,vampire,yes,286.0,m,189.0,24.0,5.0,sunlight,humans
3860,2020-01-25,werewolf,90.0,mountain,assault,,night,blood,3860,werewolf,yes,33.0,f,169.0,55.0,4.0,hazelnut,rats
610,2021-02-07,zombie,75.0,mountain,murder,,night,potions,610,zombie,no,141.0,m,198.0,16.0,5.0,sunlight,humans
1933,2022-02-23,zombie,7.0,mountain,vandalism,brute force,night,bones,1933,zombie,no,54.0,f,167.0,13.0,3.0,sunlight,pesto pasta
1024,2022-10-02,vampire,15.0,village,theft,axe,night,teeth,1024,vampire,no,465.0,m,197.0,38.0,7.0,sunlight,lasagna
6218,2024-02-17,ghost,23.0,village,vandalism,knife,dusk,potions,6218,ghost,yes,1897.0,m,173.0,16.0,10.0,cat hair,humans
2016,2024-06-23,witch,72.0,village,arson,,dawn,fur,2016,witch,yes,290.0,f,159.0,24.0,1.0,hazelnut,rats
5829,2021-10-01,zombie,91.0,swamp,assault,pistol,dawn,teeth,5829,zombie,yes,96.0,f,179.0,13.0,10.0,garlic,lasagna
3796,2022-10-31,ghost,48.0,mountain,vandalism,,night,cloak,3796,ghost,yes,1638.0,m,159.0,28.0,10.0,pumpkin,rats
2394,2023-08-15,ghost,44.0,village,nightly disturbance,,night,potions,2394,ghost,no,1097.0,m,191.0,37.0,1.0,sunlight,rats
5337,2020-03-16,werewolf,79.0,mountain,assault,knife,night,fur,5337,werewolf,no,110.0,f,190.0,11.0,7.0,silver,pesto pasta
4415,2021-02-26,vampire,6.0,village,assault,,night,teeth,4415,vampire,no,230.0,f,188.0,37.0,7.0,garlic,humans
6953,2021-01-29,werewolf,31.0,mountain,vandalism,,night,fur,6953,werewolf,yes,85.0,f,188.0,46.0,6.0,hazelnut,humans
7082,2023-02-20,werewolf,59.0,forest,assault,,night,fur,7082,werewolf,yes,31.0,m,155.0,75.0,1.0,silver,lasagna
1376,2020-07-24,skeleton,29.0,mountain,arson,knife,day,bones,1376,skeleton,yes,931.0,f,189.0,24.0,6.0,silver,brain
8548,2021-10-19,ghost,12.0,village,vandalism,knife,night,potions,8548,ghost,no,691.0,m,173.0,36.0,10.0,cat hair,lasagna
1542,2023-10-10,werewolf,39.0,mountain,assault,pistol,night,fur,1542,werewolf,yes,1.0,f,181.0,96.0,6.0,hazelnut,humans
1342,2024-02-03,ghost,96.0,castle,theft,knife,dusk,cloak,1342,ghost,yes,1124.0,f,163.0,56.0,1.0,cat hair,brain
8594,2023-06-27,witch,29.0,swamp,kidnapping,,dusk,potions,8594,witch,yes,381.0,m,198.0,24.0,2.0,hazelnut,rats
9122,2021-12-04,zombie,26.0,forest,assault,knife,day,fur,9122,zombie,no,1.0,f,173.0,8.0,7.0,cat hair,brain
1567,2020-10-22,zombie,39.0,swamp,kidnapping,pistol,day,potions,1567,zombie,yes,176.0,m,155.0,15.0,6.0,cat hair,pesto pasta
7846,2021-01-23,werewolf,81.0,swamp,assault,axe,day,bones,7846,werewolf,yes,96.0,f,192.0,81.0,7.0,cat hair,brain
10006,2023-04-12,werewolf,63.0,mountain,assault,,dawn,blood,10006,werewolf,yes,138.0,f,197.0,77.0,7.0,garlic,brain
1352,2022-02-03,witch,54.0,village,arson,knife,dusk,bones,1352,witch,no,430.0,m,188.0,12.0,3.0,hazelnut,brain
3940,2023-07-14,skeleton,75.0,mountain,assault,pistol,dawn,bones,3940,skeleton,no,793.0,f,188.0,1.0,7.0,silver,humans
3042,2020-08-05,skeleton,36.0,mountain,arson,axe,dawn,bones,3042,skeleton,no,1881.0,f,178.0,11.0,4.0,silver,rats
5089,2021-09-08,zombie,79.0,swamp,kidnapping,knife,night,blood,5089,zombie,no,24.0,f,156.0,10.0,1.0,sunlight,rats
8915,2024-03-29,witch,48.0,village,arson,pistol,dawn,bones,8915,witch,no,1.0,f,167.0,9.0,3.0,hazelnut,humans
2277,2023-10-18,ghost,45.0,village,nightly disturbance,axe,night,potions,2277,ghost,yes,2103.0,f,162.0,81.0,6.0,garlic,lasagna
6599,2020-09-08,witch,4.0,swamp,kidnapping,,dawn,teeth,6599,witch,no,460.0,m,174.0,15.0,1.0,hazelnut,pesto pasta
5087,2024-06-23,witch,5.0,forest,kidnapping,axe,night,bones,5087,witch,no,395.0,f,154.0,27.0,4.0,hazelnut,pesto pasta
2374,2024-09-27,skeleton,1.0,castle,nightly disturbance,brute force,night,bones,2374,skeleton,no,641.0,m,167.0,45.0,10.0,silver,pesto pasta
9374,2020-03-20,werewolf,49.0,forest,assault,brute force,day,blood,9374,werewolf,no,82.0,m,176.0,46.0,5.0,cat hair,lasagna
5542,2024-05-09,zombie,77.0,swamp,kidnapping,,dusk,blood,5542,zombie,no,109.0,f,166.0,20.0,2.0,cat hair,pesto pasta
2815,2020-07-12,zombie,33.0,swamp,vandalism,brute force,day,potions,2815,zombie,yes,106.0,f,153.0,18.0,4.0,cat hair,humans
5169,2022-10-18,ghost,91.0,castle,vandalism,,night,cloak,5169,ghost,no,1594.0,m,181.0,77.0,3.0,sunlight,rats
7623,2020-02-29,zombie,10.0,mountain,murder,pistol,night,blood,7623,zombie,no,98.0,f,153.0,18.0,10.0,garlic,rats
5613,2019-12-10,vampire,79.0,castle,murder,,night,cloak,5613,vampire,yes,546.0,f,182.0,46.0,9.0,garlic,lasagna
5658,2021-07-28,vampire,99.0,castle,nightly disturbance,,night,cloak,5658,vampire,yes,223.0,f,156.0,46.0,6.0,garlic,rats
7705,2024-01-08,vampire,98.0,castle,assault,knife,night,teeth,7705,vampire,no,396.0,f,159.0,31.0,1.0,garlic,rats
152,2022-11-06,ghost,86.0,village,nightly disturbance,,night,cloak,152,ghost,no,2554.0,f,157.0,67.0,1.0,silver,pesto pasta
2835,2022-08-24,ghost,19.0,castle,vandalism,pistol,dawn,potions,2835,ghost,yes,1338.0,m,175.0,34.0,9.0,pumpkin,pesto pasta
5934,2022-07-28,zombie,63.0,swamp,murder,,day,bones,5934,zombie,yes,73.0,m,199.0,12.0,1.0,pumpkin,pesto pasta
2110,2020-07-20,zombie,17.0,mountain,murder,pistol,dawn,blood,2110,zombie,no,85.0,f,182.0,18.0,5.0,silver,rats
3790,2022-02-18,witch,39.0,village,theft,axe,day,fur,3790,witch,yes,273.0,m,155.0,19.0,3.0,hazelnut,pesto pasta
5671,2024-09-25,ghost,25.0,castle,vandalism,knife,night,cloak,5671,ghost,yes,1.0,m,156.0,78.0,2.0,sunlight,brain
2286,2021-05-31,witch,51.0,mountain,arson,knife,dusk,potions,2286,witch,no,369.0,m,167.0,20.0,2.0,hazelnut,humans
4058,2022-07-07,vampire,74.0,castle,assault,axe,night,blood,4058,vampire,no,69.0,f,155.0,43.0,8.0,sunlight,humans
6175,2023-09-24,witch,11.0,swamp,arson,pistol,night,cloak,6175,witch,yes,271.0,m,181.0,19.0,7.0,garlic,lasagna
6119,2020-02-09,witch,40.0,village,kidnapping,axe,dawn,bones,6119,witch,no,367.0,f,180.0,20.0,3.0,hazelnut,brain
2452,2020-08-26,zombie,13.0,swamp,vandalism,knife,night,potions,2452,zombie,yes,2.0,f,161.0,14.0,2.0,sunlight,brain
8111,2020-06-12,werewolf,90.0,forest,kidnapping,axe,night,teeth,8111,werewolf,no,117.0,f,165.0,88.0,6.0,silver,pesto pasta
3895,2024-07-04,witch,87.0,village,kidnapping,axe,dusk,potions,3895,witch,yes,438.0,m,171.0,10.0,5.0,hazelnut,pesto pasta
868,2024-07-06,skeleton,38.0,castle,arson,pistol,day,bones,868,skeleton,no,1.0,f,175.0,18.0,5.0,cat hair,lasagna
8253,2019-12-02,vampire,76.0,castle,assault,axe,night,teeth,8253,vampire,yes,448.0,f,191.0,49.0,6.0,garlic,humans
7665,2022-05-02,ghost,10.0,castle,nightly disturbance,axe,night,cloak,7665,ghost,yes,1904.0,f,183.0,100.0,9.0,sunlight,brain
8177,2022-09-27,zombie,80.0,swamp,assault,brute force,dawn,blood,8177,zombie,yes,53.0,f,192.0,16.0,3.0,pumpkin,pesto pasta
7391,2022-02-03,werewolf,5.0,forest,assault,brute force,night,teeth,7391,werewolf,no,135.0,f,174.0,70.0,8.0,cat hair,pesto pasta
8650,2023-03-23,vampire,2.0,castle,assault,knife,night,teeth,8650,vampire,yes,442.0,m,160.0,27.0,8.0,sunlight,pesto pasta
4786,2020-10-23,werewolf,16.0,swamp,assault,brute force,night,fur,4786,werewolf,no,46.0,f,185.0,51.0,7.0,cat hair,humans
8681,2020-01-04,ghost,37.0,village,arson,,night,potions,8681,ghost,no,1.0,m,198.0,46.0,3.0,pumpkin,pesto pasta
4508,2023-12-04,skeleton,50.0,mountain,vandalism,pistol,dusk,cloak,4508,skeleton,yes,272.0,m,160.0,47.0,4.0,hazelnut,pesto pasta
5586,2023-07-02,werewolf,45.0,forest,vandalism,axe,dawn,teeth,5586,werewolf,no,41.0,m,166.0,83.0,7.0,silver,pesto pasta
1379,2024-10-06,skeleton,48.0,castle,vandalism,knife,day,bones,1379,skeleton,no,1322.0,f,182.0,37.0,9.0,garlic,pesto pasta
1799,2024-06-12,werewolf,83.0,mountain,nightly disturbance,axe,night,blood,1799,werewolf,yes,70.0,m,186.0,64.0,7.0,silver,pesto pasta
9313,2022-09-04,zombie,24.0,swamp,kidnapping,knife,dawn,bones,9313,zombie,no,22.0,m,183.0,23.0,2.0,cat hair,humans
4832,2023-01-02,ghost,65.0,castle,vandalism,,night,cloak,4832,ghost,yes,1168.0,m,194.0,20.0,2.0,pumpkin,pesto pasta
6400,2022-09-05,witch,38.0,mountain,kidnapping,brute force,night,teeth,6400,witch,no,460.0,m,159.0,19.0,9.0,pumpkin,lasagna
1838,2024-04-21,zombie,64.0,forest,murder,,night,potions,1838,zombie,no,1.0,m,183.0,14.0,1.0,silver,humans
7876,2023-04-17,werewolf,58.0,forest,assault,axe,night,fur,7876,werewolf,no,269.0,f,176.0,79.0,7.0,hazelnut,brain
4984,2023-10-04,ghost,42.0,village,vandalism,knife,night,cloak,4984,ghost,yes,1830.0,f,198.0,35.0,4.0,sunlight,humans
2734,2022-08-17,werewolf,44.0,forest,nightly disturbance,pistol,night,teeth,2734,werewolf,no,19.0,f,188.0,56.0,6.0,silver,lasagna
5339,2021-04-07,werewolf,16.0,village,assault,brute force,night,teeth,5339,werewolf,no,152.0,m,174.0,84.0,7.0,hazelnut,rats
178,2021-12-19,vampire,56.0,castle,nightly disturbance,,night,blood,178,vampire,yes,422.0,f,151.0,63.0,4.0,garlic,pesto pasta
7554,2021-04-13,vampire,34.0,castle,nightly disturbance,pistol,night,blood,7554,vampire,yes,915.0,m,167.0,48.0,7.0,garlic,pesto pasta
2117,2024-07-01,vampire,22.0,castle,assault,,dusk,cloak,2117,vampire,no,204.0,m,150.0,44.0,1.0,sunlight,humans
8839,2023-12-03,skeleton,27.0,mountain,nightly disturbance,,night,bones,8839,skeleton,no,1607.0,f,185.0,22.0,8.0,silver,rats
3527,2022-03-06,ghost,45.0,village,nightly disturbance,knife,night,potions,3527,ghost,no,1495.0,m,183.0,89.0,1.0,hazelnut,rats
1942,2022-03-22,vampire,71.0,castle,theft,pistol,dusk,blood,1942,vampire,yes,873.0,f,168.0,39.0,5.0,garlic,brain
83,2024-02-29,skeleton,92.0,castle,arson,pistol,dawn,bones,83,skeleton,no,760.0,m,158.0,13.0,7.0,cat hair,pesto pasta
825,2021-02-21,zombie,68.0,mountain,kidnapping,,day,blood,825,zombie,yes,17.0,m,177.0,9.0,5.0,garlic,rats
8688,2023-12-28,ghost,11.0,forest,vandalism,knife,dusk,potions,8688,ghost,no,1351.0,f,192.0,19.0,10.0,sunlight,brain
7427,2023-02-12,witch,11.0,village,arson,knife,dawn,cloak,7427,witch,yes,211.0,f,197.0,18.0,2.0,pumpkin,pesto pasta
4441,2022-11-06,zombie,16.0,village,murder,pistol,night,fur,4441,zombie,yes,66.0,f,193.0,11.0,5.0,sunlight,humans
9273,2021-07-26,ghost,47.0,village,theft,axe,dawn,cloak,9273,ghost,yes,1612.0,f,174.0,66.0,6.0,pumpkin,rats
5626,2024-09-12,ghost,88.0,castle,nightly disturbance,knife,night,potions,5626,ghost,yes,2068.0,f,153.0,85.0,2.0,sunlight,humans
288,2021-01-23,witch,48.0,forest,kidnapping,knife,day,bones,288,witch,yes,549.0,f,170.0,25.0,6.0,hazelnut,lasagna
4162,2024-01-06,witch,93.0,village,kidnapping,,day,potions,4162,witch,no,373.0,f,184.0,20.0,3.0,hazelnut,rats
7553,2024-08-29,werewolf,23.0,forest,vandalism,knife,dusk,teeth,7553,werewolf,yes,124.0,m,193.0,64.0,2.0,hazelnut,humans
617,2021-05-22,skeleton,81.0,swamp,vandalism,,dusk,bones,617,skeleton,no,845.0,f,196.0,55.0,5.0,silver,rats
2947,2021-06-15,vampire,59.0,mountain,assault,axe,night,blood,2947,vampire,yes,642.0,f,162.0,59.0,3.0,sunlight,lasagna
1833,2024-08-22,ghost,12.0,castle,vandalism,knife,dusk,potions,1833,ghost,yes,514.0,f,178.0,76.0,3.0,sunlight,brain
1286,2020-04-11,witch,52.0,swamp,arson,,day,cloak,1286,witch,yes,81.0,f,153.0,16.0,2.0,pumpkin,rats
5984,2022-05-20,ghost,42.0,village,nightly disturbance,knife,night,potions,5984,ghost,no,1845.0,m,189.0,43.0,1.0,pumpkin,humans
9692,2022-10-20,zombie,1.0,swamp,kidnapping,knife,night,potions,9692,zombie,no,1.0,f,163.0,19.0,3.0,sunlight,rats
3026,2022-01-13,ghost,71.0,village,nightly disturbance,,night,potions,3026,ghost,yes,803.0,f,177.0,67.0,10.0,sunlight,humans
7180,2024-06-19,zombie,19.0,swamp,assault,knife,dawn,blood,7180,zombie,no,162.0,m,194.0,9.0,5.0,garlic,brain
8700,2021-08-25,zombie,90.0,forest,kidnapping,axe,dawn,potions,8700,zombie,no,86.0,m,191.0,18.0,6.0,garlic,rats
7429,2019-12-25,skeleton,64.0,mountain,assault,pistol,day,bones,7429,skeleton,yes,784.0,f,178.0,36.0,10.0,silver,lasagna
2672,2021-10-18,skeleton,80.0,castle,vandalism,brute force,day,cloak,2672,skeleton,yes,354.0,m,182.0,18.0,7.0,silver,lasagna
6619,2021-01-22,werewolf,49.0,forest,assault,brute force,dusk,fur,6619,werewolf,yes,112.0,f,170.0,52.0,4.0,silver,humans
4554,2020-12-17,witch,51.0,forest,kidnapping,brute force,day,cloak,4554,witch,yes,506.0,m,163.0,16.0,8.0,hazelnut,pesto pasta
2333,2024-05-21,vampire,4.0,castle,nightly disturbance,pistol,night,cloak,2333,vampire,yes,83.0,f,151.0,53.0,7.0,garlic,rats
6568,2020-12-05,vampire,19.0,village,nightly disturbance,,night,cloak,6568,vampire,no,318.0,f,160.0,59.0,6.0,garlic,lasagna
6324,2023-04-21,werewolf,53.0,swamp,assault,pistol,dusk,fur,6324,werewolf,yes,59.0,m,164.0,62.0,8.0,silver,pesto pasta
4237,2023-07-07,skeleton,5.0,castle,assault,,night,cloak,4237,skeleton,no,2095.0,m,159.0,35.0,2.0,silver,brain
5620,2024-07-21,zombie,59.0,village,kidnapping,axe,day,blood,5620,zombie,no,107.0,m,158.0,16.0,3.0,pumpkin,lasagna
4887,2020-03-19,ghost,13.0,castle,nightly disturbance,knife,night,potions,4887,ghost,no,3315.0,m,190.0,57.0,10.0,sunlight,brain
4702,2022-10-15,zombie,82.0,swamp,kidnapping,knife,dusk,fur,4702,zombie,yes,96.0,f,196.0,19.0,2.0,garlic,humans
8229,2023-05-18,witch,79.0,forest,arson,knife,night,teeth,8229,witch,no,513.0,f,191.0,25.0,1.0,hazelnut,humans
4210,2023-10-24,ghost,65.0,castle,nightly disturbance,pistol,night,cloak,4210,ghost,no,2489.0,f,168.0,82.0,9.0,pumpkin,humans
3888,2022-01-22,werewolf,44.0,swamp,assault,brute force,night,blood,3888,werewolf,yes,46.0,m,165.0,62.0,6.0,hazelnut,pesto pasta
9945,2024-05-18,zombie,13.0,swamp,kidnapping,pistol,dusk,bones,9945,zombie,no,57.0,f,167.0,11.0,5.0,pumpkin,lasagna
8487,2022-10-12,werewolf,63.0,forest,assault,pistol,night,blood,8487,werewolf,yes,62.0,m,188.0,54.0,7.0,silver,rats
5306,2024-05-12,ghost,93.0,village,nightly disturbance,knife,night,cloak,5306,ghost,yes,1004.0,f,172.0,59.0,5.0,sunlight,brain
7961,2020-01-24,ghost,81.0,castle,vandalism,pistol,night,cloak,7961,ghost,no,2100.0,f,182.0,39.0,9.0,sunlight,humans
5591,2020-01-14,skeleton,96.0,castle,assault,pistol,day,bones,5591,skeleton,yes,581.0,m,172.0,25.0,6.0,silver,lasagna
2442,2022-09-20,zombie,76.0,swamp,kidnapping,,day,teeth,2442,zombie,yes,172.0,m,165.0,14.0,9.0,garlic,humans
3591,2022-08-10,zombie,58.0,village,kidnapping,brute force,night,potions,3591,zombie,yes,116.0,f,199.0,7.0,4.0,sunlight,lasagna
4738,2022-03-15,vampire,50.0,castle,assault,,dusk,blood,4738,vampire,no,527.0,f,152.0,32.0,1.0,silver,humans
4544,2024-07-08,vampire,2.0,castle,nightly disturbance,pistol,night,blood,4544,vampire,yes,425.0,m,187.0,20.0,7.0,garlic,brain
2222,2023-05-15,ghost,2.0,village,vandalism,knife,night,cloak,2222,ghost,yes,1075.0,f,162.0,25.0,10.0,cat hair,pesto pasta
5094,2020-10-08,witch,97.0,village,kidnapping,pistol,dawn,teeth,5094,witch,yes,525.0,m,171.0,13.0,4.0,hazelnut,pesto pasta
2628,2021-05-11,skeleton,63.0,mountain,assault,brute force,dusk,bones,2628,skeleton,no,1960.0,f,188.0,58.0,9.0,silver,lasagna
